,date,amikacin,aminosalicylic-acid,amoxicillin,amoxicillin-sodium,ampicillin,azithromycin,aztreonam,benzylpenicillin-sodium,cefaclor,cefadroxil,cefalexin,ceferoxime-axetil,cefixime,cefotaxime-sodium,cefpodoxime,cefradine,ceftazidime,ceftriaxone-sodium,cefuroxime-sodium,chloramphenicol,ciprofloxacin,clarithromycin,clindamycin,clindamycin-phosphate,clofazimine,co-amoxiclav,co-trimoxazole,colistimethate-sodium,colistin-sulfate,cycloserine,dapsone,daptomycin,demeclocycline-hydrochloride,doxycycline-hyclate,doxycycline-monohydrate,ertapenem,erythromycin,erythromycin-ethylsuccinate,erythromycin-stearate,ethambutol-hydrochloride,fidaxomicin,fluampicil,flucloxacillin-magnesium,flucloxacillin-sodium,fosfomycin,fosfomycin-calcium,fosfomycin-trometamol,fusidic-acid,gentamicin,imipenem-cilastatin,isoniazid,levofloxacin,linezolid,lymecycline,meropenem,methenamine-hippurate,metronidazole,minocycline-hydrochloride,moxifloxacin,nalidixic,neomycin,nitrofurantoin,norfloxacin,ofloxacin,oxytetracycline,phenoxymethylpenicillin,piperacillin-tazobactam,pivmecillinam,pristinamycin,pyrazinamide,rifabutin,rifampicin,rifampicin-combined-preparations,rifaximin,sodium-fusidate,sulfadiazine,sulfamethoxypyridazine,sulfapyridine,teicoplanin,telithromycin,temocillin,tetracycline,thalidomide,ticarcillin-clabulanic-acid,tigecycline,tobramycin,trimethoprim,trinidazole,vancomycin-hydrochloride,CCG_code,mrsa_count,month,year,ccg_id
0,2012-12-01,0,0,134307,0,0,1790,0,0,70,0,7873,0,2,0,0,60,0,0,0,0,2159,11395,612,0,0,8468,3066,490,0,0,238,0,0,4212,28,0,19183,24164,228,28,0,124,0,33704,0,0,0,0,15,0,0,0,0,11361,0,120,2789,728,20,0,210,8599,0,89,12741,45930,0,0,0,0,0,144,168,476,0,0,0,0,0,0,0,644,0,0,0,56,17740,0,0,00C,1.0,12,2012,0
1,2013-01-01,0,0,102222,0,0,2131,0,2,0,0,6908,0,0,0,0,60,0,1,0,0,2544,9775,696,0,0,8827,3522,426,0,0,424,0,0,5526,28,0,19328,17484,288,0,0,420,0,35582,0,0,0,0,0,0,168,0,0,11890,0,60,2889,756,0,0,126,10172,18,20,15294,40430,0,0,0,0,0,162,168,196,0,0,0,0,0,0,0,672,0,0,0,84,23345,0,0,00C,0.0,1,2013,0
2,2013-02-01,0,0,83276,0,0,1304,0,0,200,0,7896,0,0,0,0,0,0,0,0,0,1866,8469,605,0,0,6285,2148,570,0,0,434,0,0,4853,84,0,17839,18300,112,0,0,252,0,35986,0,0,2,0,0,0,168,17,0,10474,0,60,2999,476,20,0,126,8154,20,61,12354,45320,0,0,0,0,0,204,84,236,0,0,0,0,0,0,0,1247,0,0,0,0,19501,0,0,00C,0.0,2,2013,0
3,2013-03-01,0,0,80918,0,0,1801,0,0,0,0,7331,0,7,0,0,60,0,0,0,0,2078,8312,666,0,0,7119,3104,376,0,0,294,0,28,5226,28,0,16799,18128,304,0,0,224,0,34904,0,0,2,0,0,0,0,0,0,12547,0,180,3178,168,15,0,168,9567,0,10,14780,48800,0,0,0,0,0,204,84,588,0,0,0,0,0,0,0,404,0,0,0,56,19844,4,0,00C,0.0,3,2013,0
4,2013-04-01,0,0,72817,0,0,1534,0,0,56,0,7727,20,0,0,0,0,0,0,0,0,2087,7251,752,0,0,6689,3216,770,0,0,242,0,140,4581,168,0,14128,12568,216,0,0,236,0,32856,0,0,1,0,0,0,0,56,0,13866,0,120,3465,588,5,0,168,7969,12,0,12882,32410,0,0,0,0,0,316,84,462,0,0,0,0,0,0,0,700,0,0,0,56,16619,0,0,00C,0.0,4,2013,0
5,2013-05-01,0,0,70676,0,0,1820,0,0,14,0,6274,0,0,0,0,0,0,0,0,0,1809,7644,744,0,0,6270,3176,576,0,0,366,0,112,4340,28,0,17752,15860,156,0,0,280,0,39069,0,0,2,0,0,0,168,0,0,12650,0,60,3369,448,29,0,210,9384,0,47,14214,38600,0,0,0,0,0,288,0,769,0,0,0,0,0,0,0,296,0,0,0,0,19706,0,0,00C,0.0,5,2013,0
6,2013-06-01,0,0,53019,15,0,1527,0,0,0,0,5083,0,0,0,0,0,0,0,0,0,2058,5574,542,0,0,6706,2229,490,0,0,322,0,168,3928,0,0,13835,14228,144,0,0,56,0,38776,0,0,0,0,0,0,0,0,0,12523,0,120,2872,280,10,0,168,8689,0,20,12236,32660,0,0,0,0,0,172,112,415,0,0,0,0,0,0,0,168,0,0,0,0,19599,0,0,00C,0.0,6,2013,0
7,2013-07-01,0,0,49817,0,0,2072,0,0,0,0,7829,0,0,0,0,60,0,0,0,0,1823,7634,672,0,0,5742,2448,480,0,0,406,0,112,4074,84,0,18868,16872,320,0,0,28,0,49514,0,0,0,0,0,0,168,0,0,12642,0,0,3842,392,10,0,210,8923,68,35,15066,37292,0,0,0,0,0,324,0,490,0,0,0,0,0,0,0,728,0,0,0,0,20456,0,0,00C,0.0,7,2013,0
8,2013-08-01,0,0,41463,0,0,1959,0,0,14,0,5278,0,2,0,0,120,0,0,0,0,2566,6956,200,0,0,6837,2636,728,0,0,308,0,0,3932,28,0,16440,11956,216,224,0,252,0,46311,0,0,4,0,0,0,0,0,0,13314,0,180,3609,336,0,0,168,8903,0,48,11584,29102,0,0,0,0,0,116,0,532,0,0,0,0,0,0,0,308,0,0,0,0,18738,0,56,00C,0.0,8,2013,0
9,2013-09-01,0,0,53941,0,0,1691,0,0,0,0,5596,20,0,0,0,120,0,0,0,0,2266,5432,184,0,0,7521,2892,690,0,0,350,0,84,4236,84,0,18408,11076,100,56,0,112,0,37136,0,0,7,0,0,0,168,0,0,11270,0,60,3009,196,0,0,126,7898,12,20,13948,27152,0,0,0,0,0,176,112,378,0,0,0,0,0,0,0,448,0,0,0,0,18804,4,112,00C,1.0,9,2013,0
10,2013-10-01,0,0,68365,0,0,1642,0,0,0,0,6797,48,0,0,0,0,0,0,0,0,2455,6833,496,0,0,9619,2292,782,0,0,354,0,266,4713,84,0,13544,12160,352,168,0,28,0,37322,0,0,7,0,0,0,168,56,0,12811,0,60,3373,336,28,0,168,6945,0,30,16048,32399,0,0,0,0,0,56,280,322,0,0,0,0,0,0,0,728,0,0,0,0,19397,0,0,00C,0.0,10,2013,0
11,2013-11-01,55,0,73722,0,0,1843,0,0,0,0,6874,28,0,0,0,60,0,0,0,0,2238,6447,304,0,0,7097,2891,674,112,0,406,0,42,4648,28,0,14228,13984,156,350,0,0,0,37211,0,0,11,0,0,0,0,28,0,11661,0,60,3317,340,56,0,126,9021,12,35,15210,26736,0,0,0,0,0,56,420,364,168,0,0,0,0,0,0,268,0,0,0,56,17942,0,0,00C,0.0,11,2013,0
12,2013-12-01,56,0,103524,0,0,1734,0,0,28,0,7403,0,0,0,0,140,0,0,0,0,2654,8494,714,0,0,9834,3986,296,0,0,497,0,336,4675,84,0,12790,16628,288,224,0,184,0,33653,0,0,5,0,0,0,448,28,0,12228,0,60,3487,548,146,0,210,7942,0,14,14624,37976,0,0,0,112,0,1222,336,378,0,0,0,0,0,0,0,280,0,0,0,56,17438,0,56,00C,1.0,12,2013,0
13,2014-01-01,0,0,80373,0,0,2104,0,0,100,0,8838,0,0,0,0,0,0,0,0,0,3434,8456,340,0,0,8677,3052,588,0,0,242,0,210,5468,28,0,18052,17984,256,168,0,0,0,34460,0,0,5,0,0,0,140,70,0,12968,0,60,2834,480,56,0,126,9528,38,34,13840,35618,0,0,0,70,0,1322,112,224,0,0,0,0,0,0,0,196,0,0,0,0,21760,0,56,00C,0.0,1,2014,0
14,2014-02-01,0,0,82264,0,0,1809,0,0,21,0,8079,0,0,0,0,0,0,0,0,0,2480,6709,268,0,0,6210,2196,406,0,0,378,0,168,4446,28,0,12960,18056,512,224,0,56,0,35446,0,0,15,0,0,0,168,52,0,12363,0,60,2635,308,40,0,168,6869,0,43,13292,36900,0,8,0,0,0,795,112,196,0,0,0,0,0,0,0,308,0,0,0,0,19234,32,0,00C,0.0,2,2014,0
15,2014-03-01,55,0,80232,0,0,1616,0,0,100,0,8079,0,0,0,0,60,0,0,0,0,2708,8720,792,0,0,8811,2402,392,0,0,357,0,0,5753,28,0,18448,19884,336,448,0,336,0,37010,0,0,10,0,0,0,0,28,0,11781,0,120,3785,504,127,0,168,8949,0,40,14184,47104,0,0,0,28,0,712,168,126,0,0,0,0,0,0,0,308,0,0,0,0,20099,0,0,00C,0.0,3,2014,0
16,2014-04-01,0,0,69858,0,0,2110,0,0,300,0,7502,0,0,0,0,0,0,0,0,0,2082,6525,256,0,0,7070,3372,470,0,0,210,0,0,4859,84,0,16178,14828,356,280,0,168,0,36404,0,0,5,0,0,0,238,0,0,12830,0,120,3017,252,133,0,84,6295,0,0,11414,44172,0,0,0,0,0,564,392,196,0,0,0,0,0,0,0,455,0,0,0,0,19439,0,0,00C,0.0,4,2014,0
17,2014-05-01,170,0,61331,0,0,1784,0,0,200,0,8575,28,0,0,0,60,0,0,0,0,2340,5532,738,0,0,7114,1360,448,0,0,404,0,0,4856,0,0,12714,12428,284,308,0,140,0,38131,0,0,7,0,0,0,1043,40,0,11610,0,120,2897,312,84,0,252,7340,0,20,11218,34384,0,0,0,539,0,443,812,210,0,0,0,0,0,0,0,301,0,0,0,56,16404,0,0,00C,0.0,5,2014,0
18,2014-06-01,0,0,59688,0,0,1769,0,0,100,0,8532,0,0,0,0,0,0,0,0,0,2402,8002,346,0,0,7058,1216,416,0,0,518,0,0,4180,112,0,16748,16512,352,56,0,56,0,40762,0,0,10,0,0,0,1253,28,0,14220,0,420,4210,424,63,0,126,6431,0,48,12448,34500,0,0,0,539,0,1334,560,98,0,0,0,0,0,0,0,511,0,0,0,0,15985,10,0,00C,1.0,6,2014,0
19,2014-07-01,0,0,54181,0,0,2245,0,0,0,0,8716,42,2,0,0,60,0,0,0,0,3091,7886,512,0,0,8306,1398,782,0,0,252,0,0,5092,84,14,12260,15624,752,336,0,84,0,46276,0,0,11,0,0,0,1736,0,0,12519,0,0,4301,252,28,0,168,6578,0,20,13920,32565,0,0,0,651,0,2188,442,154,0,0,0,0,0,0,0,700,0,0,0,0,16003,0,112,00C,0.0,7,2014,0
20,2014-08-01,0,0,38790,0,0,1563,0,0,0,0,8268,0,0,0,0,60,0,0,0,0,2464,5386,920,0,0,5020,2288,240,0,0,392,0,0,3961,0,0,12000,9784,152,0,0,84,0,39101,0,0,14,0,0,0,2108,14,0,10738,0,240,2588,252,0,0,168,4790,0,0,8996,21304,0,8,0,112,0,610,616,112,0,0,0,0,0,0,0,308,0,0,0,0,14050,0,140,00C,0.0,8,2014,0
21,2014-09-01,30,0,55762,0,0,1976,0,0,100,0,9134,0,0,0,0,60,0,0,0,0,4051,6732,396,0,0,7602,2235,584,0,0,424,0,0,5188,56,0,13432,13468,512,524,0,0,0,39717,0,0,26,0,0,0,2205,14,0,11536,0,240,3222,368,122,0,210,6483,0,0,9317,24662,0,0,0,0,0,851,504,196,0,0,0,0,0,0,0,735,0,0,0,56,17456,0,96,00C,0.0,9,2014,0
22,2014-10-01,56,0,67423,0,0,2091,0,0,0,0,10910,0,0,0,0,0,0,0,0,0,2872,8104,528,0,0,6851,2226,342,0,0,448,0,0,5487,0,0,13160,9552,208,188,0,196,0,38333,0,0,16,0,0,0,1232,20,0,12270,0,180,4049,144,28,0,126,6019,0,10,11347,28702,0,0,0,0,0,291,476,126,0,0,0,0,0,0,0,532,0,0,0,0,16458,20,40,00C,0.0,10,2014,0
23,2014-11-01,0,0,71143,0,0,1810,0,0,0,0,7562,0,0,0,0,0,0,0,0,0,2609,7402,596,0,0,6525,2490,240,0,0,336,0,0,4522,0,0,11048,16940,248,336,0,0,0,30704,0,0,15,0,0,0,252,28,0,12269,0,412,4216,326,17,0,168,5865,0,20,10762,27850,0,10,0,0,0,798,196,294,0,0,0,0,0,0,0,343,0,0,0,224,17319,16,0,00C,0.0,11,2014,0
24,2014-12-01,60,0,129393,0,0,2442,0,0,0,0,7892,0,0,0,0,0,0,0,0,0,2747,12130,497,0,0,7071,1950,472,0,0,448,0,0,5602,0,0,13236,24384,248,272,0,28,0,37475,0,0,4,0,0,0,84,10,0,12734,0,528,4145,224,163,0,168,7152,0,50,9696,41850,0,0,0,0,0,400,112,420,0,0,0,0,0,0,0,595,0,0,0,56,17071,36,0,00C,0.0,12,2014,0
25,2015-01-01,116,0,100850,0,0,1941,0,0,100,0,6958,0,0,0,0,0,0,0,0,0,2057,12161,336,0,0,8251,2492,410,0,0,224,0,0,7223,56,0,11960,17300,392,972,0,28,0,28616,0,0,27,0,0,0,168,28,0,12074,0,296,3596,326,45,0,126,6032,0,140,12614,41596,0,0,0,0,0,228,504,252,20,0,0,0,0,0,0,462,0,0,0,0,17555,0,0,00C,1.0,1,2015,0
26,2015-02-01,0,0,90737,0,0,1848,0,0,0,0,8354,0,0,0,0,0,0,0,0,0,2978,9520,893,0,0,6808,3534,442,0,0,256,0,0,5353,28,0,11640,20224,220,336,0,136,0,29257,0,0,2,0,0,0,0,7,0,11629,0,172,3685,224,84,0,168,6717,0,0,12742,39138,0,0,0,84,0,324,56,182,0,0,0,0,0,0,0,252,0,0,0,0,21439,0,0,00C,0.0,2,2015,0
27,2015-03-01,0,0,91457,0,0,2242,0,0,0,0,6666,0,0,0,0,0,0,0,0,0,2581,11066,272,0,0,7855,2724,356,0,0,448,0,0,6434,28,0,11734,20112,400,188,0,76,0,36049,0,0,10,0,0,0,168,52,0,12227,0,292,3134,452,70,0,210,5734,0,48,11270,57270,0,0,0,0,0,272,168,266,0,0,0,0,0,0,0,503,0,0,0,56,17014,0,0,00C,0.0,3,2015,0
28,2015-04-01,0,0,68881,0,0,1996,0,0,0,0,6351,14,0,0,0,28,0,0,0,0,2169,9356,410,0,0,7999,2215,328,0,0,364,0,0,6341,112,0,13098,15140,148,308,0,40,0,36925,0,0,5,0,0,0,0,14,0,12165,0,656,3741,256,58,0,210,5437,0,0,11764,50132,0,0,0,0,0,224,168,224,0,0,0,0,0,0,0,420,0,0,0,0,18001,48,0,00C,0.0,4,2015,0
29,2015-05-01,0,0,65468,0,0,2049,0,0,0,0,5453,0,0,0,0,28,0,0,0,0,2331,9359,944,0,0,6482,2136,242,0,0,504,0,0,4890,126,0,11608,13456,132,356,0,160,0,36995,0,6,11,0,0,0,168,14,0,11690,0,292,3148,403,88,0,168,6137,0,20,12408,42532,0,0,0,0,0,228,308,140,168,0,0,0,0,0,0,392,0,0,0,0,16954,0,0,00C,0.0,5,2015,0
30,2015-06-01,0,0,57114,0,0,1935,0,12,0,0,7278,0,0,0,0,0,0,0,0,0,2125,12896,870,0,0,5514,2052,590,0,0,140,0,0,4949,56,0,11072,15312,224,420,0,28,0,35747,0,0,2,0,0,0,0,0,0,12810,0,828,5002,175,82,0,168,5938,0,19,9410,36854,0,0,0,0,0,266,564,224,0,0,0,0,0,0,0,784,0,0,0,0,19781,0,0,00C,0.0,6,2015,0
31,2015-07-01,0,0,48392,0,0,2372,0,14,0,15,7212,0,0,0,0,28,0,0,0,0,2797,14234,1124,0,0,6358,1912,480,0,0,616,0,0,4454,308,0,11100,11140,156,132,0,28,0,38709,0,0,8,0,0,0,168,20,0,12423,0,472,4199,189,70,0,168,6199,0,20,11634,35376,0,0,0,112,0,1576,336,168,42,0,0,0,0,0,0,476,0,0,0,0,15485,20,56,00C,0.0,7,2015,0
32,2015-08-01,0,0,36590,0,0,1636,0,0,0,0,6470,0,0,0,0,0,0,0,0,0,2336,9641,472,0,0,4570,1583,352,0,0,252,0,0,4383,56,0,9424,8840,216,56,0,132,0,37800,0,0,5,0,0,0,0,60,0,10755,0,352,2876,200,33,0,168,5972,0,56,10324,24180,0,0,0,0,0,284,252,182,42,0,0,0,0,0,0,175,0,0,0,0,14835,0,101,00C,1.0,8,2015,0
33,2015-09-01,55,0,53145,0,0,2245,0,0,0,0,5939,0,0,0,0,0,0,0,0,0,3101,11113,640,0,0,4994,2308,250,0,0,364,0,0,5187,112,0,10707,8212,248,188,0,0,300,31411,0,0,9,0,0,0,168,14,0,12941,0,532,3666,259,50,0,210,5669,0,99,10518,27400,0,0,0,0,0,568,224,168,564,0,0,0,0,0,0,504,0,0,0,280,16509,0,0,00C,0.0,9,2015,0
34,2015-10-01,56,0,60965,0,0,2455,0,0,21,0,6108,0,0,0,0,0,0,0,0,0,2275,12112,308,0,0,5289,2744,590,0,0,532,0,0,5405,140,0,12068,10180,156,140,0,28,0,32450,0,0,3,0,0,0,308,28,0,12102,0,524,3009,427,95,0,168,7719,0,45,9938,26316,0,0,0,112,0,1908,336,336,620,0,0,0,0,0,0,245,0,0,0,0,15985,0,204,00C,0.0,10,2015,0
35,2015-11-01,0,0,69745,0,0,2403,0,0,56,0,4688,0,0,0,0,0,0,0,0,0,1827,11673,776,0,0,6748,1896,592,0,0,280,0,0,4743,56,0,9712,10640,112,188,0,28,0,29106,0,0,9,0,0,0,140,12,0,10144,0,356,3493,375,103,0,168,6857,0,30,10136,27428,0,0,0,0,0,1118,40,420,168,0,0,0,0,0,0,284,0,0,0,0,16986,0,112,00C,0.0,11,2015,0
36,2015-12-01,180,0,84414,0,0,3189,0,0,56,0,7170,0,0,0,0,0,0,0,0,0,2316,15088,544,0,0,4835,3584,720,0,0,508,0,0,5656,84,0,9708,12156,188,0,0,96,0,33968,0,0,3,0,0,0,0,10,0,13146,0,1008,4036,424,113,0,210,7580,0,106,10402,31220,0,20,0,0,0,392,168,560,273,0,0,0,0,0,0,196,0,0,0,0,16091,0,0,00C,1.0,12,2015,0
37,2016-01-01,60,0,80189,0,0,2189,0,0,56,0,7765,0,0,0,0,0,0,0,0,0,2698,15528,392,0,0,6840,2186,600,0,0,224,0,0,6551,112,0,9088,10540,288,216,0,0,0,31496,0,0,5,0,0,0,0,28,0,11370,0,652,3557,305,65,0,168,5277,0,58,9636,36034,0,30,0,0,0,320,164,454,420,0,0,0,0,0,0,308,0,0,0,224,16606,0,0,00C,0.0,1,2016,0
38,2016-02-01,0,0,87196,0,0,2994,0,0,56,0,8074,0,0,0,0,0,0,0,0,0,1597,16766,368,0,0,6324,2950,650,0,0,252,0,0,5638,140,0,8496,14512,184,56,0,0,0,30739,0,0,1,0,0,0,0,14,0,12766,0,892,2563,648,116,0,168,6482,0,35,9808,42214,0,57,0,0,0,84,560,266,189,0,0,0,0,0,0,350,0,0,0,0,16295,0,0,00C,1.0,2,2016,0
39,2016-03-01,0,0,87552,0,0,2244,0,0,56,0,8389,0,0,0,0,0,0,0,0,0,1840,20153,332,0,0,5236,3142,892,0,0,448,0,0,6212,168,0,9624,18156,152,132,0,0,0,30906,0,0,6,0,0,0,45,0,0,13193,0,596,2760,203,86,0,210,6270,0,28,9786,46212,0,30,0,30,0,288,224,476,336,0,0,0,0,0,0,56,0,0,0,224,18015,0,0,00C,0.0,3,2016,0
40,2016-04-01,0,0,63570,0,0,2902,0,0,20,0,7125,0,0,0,0,0,0,0,0,0,1884,15906,428,0,0,5885,1830,480,0,0,364,0,0,5773,28,0,9196,11756,168,49,0,20,0,32488,0,0,5,0,0,0,77,0,0,12700,0,768,2989,441,45,0,168,5826,0,70,12435,40588,0,80,0,35,0,541,616,364,364,0,0,0,0,0,0,264,0,0,0,112,17748,0,0,00C,0.0,4,2016,0
41,2016-05-01,0,0,68635,0,21,2526,0,0,112,0,7592,0,0,0,0,0,0,0,0,0,2363,13289,480,0,0,6371,2462,240,0,0,420,0,0,5421,168,0,8088,13928,324,216,0,104,0,35032,0,0,0,0,0,0,180,0,0,12076,0,936,3169,256,93,0,210,5411,0,90,11188,39634,0,50,0,0,0,299,644,644,168,0,0,0,0,0,0,208,0,0,0,0,13040,12,0,00C,0.0,5,2016,0
42,2016-06-01,0,0,57233,0,0,2707,0,0,177,0,7790,0,0,0,0,0,0,0,0,0,1693,11778,308,0,0,5251,1616,582,0,0,504,4,0,5748,112,0,10020,11628,492,56,0,0,0,35348,0,0,0,0,0,0,201,28,0,13256,0,1156,2228,583,82,0,210,6219,0,50,10986,34782,0,72,0,140,0,392,420,384,504,0,0,0,0,0,0,336,0,0,0,224,15845,0,112,00C,0.0,6,2016,0
43,2016-07-01,0,0,47135,0,0,2890,0,0,56,0,7155,0,0,0,0,0,0,0,0,0,1947,12198,284,0,0,5993,2051,680,0,0,252,0,0,5056,0,0,9497,7968,156,112,0,0,0,33227,0,0,0,0,0,0,117,0,0,13071,0,1078,2148,494,138,0,168,6257,0,88,11509,28804,0,140,0,140,0,324,364,434,168,0,0,0,0,0,0,252,0,0,0,0,14471,0,56,00C,2.0,7,2016,0
44,2016-08-01,0,0,34781,0,0,3057,0,0,56,0,7669,14,0,0,0,0,0,0,0,0,1685,10185,723,0,0,5389,1370,660,0,0,336,0,0,5021,112,0,8826,6340,168,308,0,0,0,33757,0,0,0,0,0,0,0,37,0,11580,0,1250,2127,301,42,0,168,7281,0,28,8362,20730,0,35,0,28,0,296,624,308,182,0,0,0,0,0,0,336,0,0,0,0,15645,0,56,00C,0.0,8,2016,0
45,2016-09-01,0,0,50989,0,0,2935,0,0,56,0,8022,14,0,0,0,0,0,0,0,0,2484,11984,405,0,0,3657,3817,360,0,0,620,0,0,5500,84,0,9954,8368,140,168,0,28,0,38283,0,0,2,0,0,0,0,10,0,13726,0,732,1835,620,85,0,168,8647,0,30,10512,25356,0,86,0,0,0,210,560,804,182,0,0,0,0,0,0,252,0,0,0,56,17362,0,56,00C,0.0,9,2016,0
46,2016-10-01,0,0,66421,0,0,3195,0,0,56,0,7374,0,0,0,0,0,0,0,0,0,2013,11762,596,0,0,4500,2619,572,0,0,56,0,0,5863,224,0,9508,8128,324,0,0,56,0,32900,0,0,2,0,0,0,0,0,0,12869,0,982,2011,368,120,0,168,5981,0,60,10382,23250,0,31,0,0,0,60,224,504,330,0,0,0,0,0,0,420,0,0,0,0,16997,0,112,00C,2.0,10,2016,0
47,2016-11-01,0,0,83161,21,0,3067,0,0,156,0,8291,0,0,0,0,0,0,0,0,0,2691,15442,942,0,0,4406,2576,610,0,0,336,0,0,5903,56,0,7570,12240,212,0,0,56,0,32256,0,0,8,0,53,0,0,14,0,13244,0,1532,2176,494,80,0,168,7337,0,76,8510,28702,0,82,0,0,0,168,192,532,168,0,0,0,0,0,0,532,0,0,0,0,16977,0,0,00C,0.0,11,2016,0
48,2016-12-01,0,0,103527,0,0,3125,0,0,56,0,7482,0,0,0,0,0,0,0,0,0,3414,14836,432,0,0,5574,2742,880,0,0,140,0,0,6777,140,0,8416,12668,184,0,0,56,0,31811,5,0,0,0,20,0,0,0,0,11804,0,1526,3265,424,83,0,0,6584,0,50,10629,35420,0,30,0,0,0,120,392,798,114,0,0,0,0,0,0,264,0,0,0,56,14916,0,0,00C,0.0,12,2016,0
49,2017-01-01,0,0,90877,0,0,2881,0,0,156,0,8322,14,0,0,0,0,0,10,0,0,3662,18248,820,0,0,6614,3128,672,0,0,476,0,112,7695,196,0,8882,13352,168,0,0,28,0,29874,3,0,0,0,0,0,0,14,0,12840,0,1462,3125,424,20,0,0,6768,0,90,8502,34489,0,29,0,0,0,0,112,790,208,0,0,0,0,0,0,392,0,0,0,0,16908,0,56,00C,0.0,1,2017,0
50,2017-02-01,0,0,79412,0,0,2811,0,1,56,0,6634,0,0,0,0,0,0,10,0,0,3609,17038,258,0,0,6433,3558,580,0,0,448,0,0,6376,84,0,8506,13268,0,0,0,0,0,27260,5,0,0,1600,0,0,0,0,0,11633,0,1590,2195,196,87,0,0,6442,0,68,8414,33994,0,50,0,0,0,28,84,476,168,0,0,0,0,0,0,196,0,0,0,0,16540,0,56,00C,0.0,2,2017,0
51,2017-03-01,0,0,83303,0,0,2576,0,0,256,0,6970,0,0,0,0,0,0,20,0,0,2336,18550,256,0,0,5419,3096,700,0,0,438,0,112,6725,84,0,9426,14300,308,702,0,56,0,39047,5,0,0,0,20,0,112,28,0,12420,0,1486,2548,378,67,0,0,6716,0,118,11002,41228,0,52,0,0,0,294,336,656,168,0,0,0,0,0,0,252,0,0,0,0,16693,0,112,00C,0.0,3,2017,0
52,2017-04-01,0,0,58436,0,0,2939,0,0,156,0,7270,14,0,0,0,0,0,38,0,0,2696,15408,578,0,0,5075,1916,420,0,0,280,0,112,5703,0,0,7056,8800,56,84,0,0,0,27769,3,0,0,0,0,0,168,28,0,11385,0,1548,1979,312,0,0,0,7573,0,37,7684,39260,0,40,0,112,0,112,112,574,14,0,0,0,0,0,0,168,0,0,0,0,13390,0,56,00C,0.0,4,2017,0
53,2017-05-01,0,0,55790,0,0,2713,0,2,56,0,6777,0,0,0,0,0,0,40,0,0,2517,16034,676,0,0,7882,2067,742,0,0,406,0,112,6535,28,0,8186,12508,28,56,0,28,0,34846,6,0,0,0,0,0,168,48,6,12910,0,1866,2661,158,12,0,0,8074,0,50,11732,36646,0,10,0,34,14,182,364,518,168,0,0,0,0,0,0,420,0,0,0,0,14505,0,25,00C,0.0,5,2017,0
54,2017-06-01,0,0,48804,0,0,2709,0,0,100,0,5976,0,0,0,0,0,0,20,0,0,2042,14768,150,0,0,5278,2495,450,0,0,252,0,224,6025,28,0,7088,8748,308,210,0,0,0,36322,5,0,0,0,60,0,126,14,28,11332,0,2088,2266,466,76,0,0,11095,0,128,9546,34463,0,30,0,0,0,336,64,518,84,0,0,0,0,0,0,504,0,0,0,0,14326,0,0,00C,0.0,6,2017,0
55,2017-07-01,0,0,55953,0,0,3075,0,0,56,0,7437,0,10,0,0,0,0,0,0,0,3472,17373,228,0,0,6381,2132,550,0,0,378,0,0,6385,28,0,8380,8900,224,0,0,0,0,40012,9,0,0,0,20,0,0,24,0,13736,0,2212,2603,116,14,0,0,12758,0,78,10480,44638,0,20,0,0,0,0,504,532,0,0,0,0,0,0,0,376,0,0,0,0,14596,0,84,00C,0.0,7,2017,0
56,2017-08-01,0,0,46678,0,0,2837,0,0,56,0,5550,0,0,0,0,0,0,0,0,0,2660,12800,738,0,0,6012,1787,460,0,0,140,0,0,5571,84,0,7766,6368,0,168,0,0,0,36758,7,0,0,0,0,0,0,0,0,12303,0,3018,2182,480,5,0,0,11322,0,81,9494,29046,0,117,0,0,0,0,336,532,0,0,0,0,0,0,0,196,0,0,0,0,11941,0,0,00C,0.0,8,2017,0
57,2017-09-01,0,0,50412,0,0,3249,0,0,212,0,7011,0,0,0,0,0,0,0,0,0,2172,12993,268,0,0,4870,1662,426,0,0,676,0,0,5267,0,0,7000,8000,0,56,0,0,0,33993,11,0,0,0,60,0,0,0,0,12996,0,2104,2223,312,7,0,0,12584,0,58,8126,29548,0,90,0,0,0,56,252,776,0,0,0,0,0,0,0,364,0,0,0,0,14101,0,0,00C,0.0,9,2017,0
58,2017-10-01,0,0,61677,0,0,3055,0,0,256,0,8287,0,0,0,0,0,0,0,0,0,2645,14839,392,0,0,5779,2827,456,0,0,112,0,0,6939,56,0,7880,9900,308,0,0,0,0,32080,14,0,0,0,0,0,0,0,0,12699,0,2928,2211,396,19,0,0,11645,0,170,9484,29968,0,10,0,0,0,348,168,686,0,0,0,0,0,0,0,280,0,0,0,0,12607,0,0,00C,0.0,10,2017,0
59,2017-11-01,0,0,75454,0,0,3300,0,0,300,0,6441,0,0,0,0,0,0,0,0,0,2546,15407,620,0,0,6623,2459,640,0,0,504,0,0,6830,56,0,6088,9100,344,84,0,0,0,26096,9,0,0,0,0,0,0,66,0,10685,0,2178,2419,434,55,0,0,10011,0,58,10260,34324,0,63,0,0,28,168,112,1008,0,0,0,0,0,0,0,224,0,0,0,56,16870,0,0,00C,0.0,11,2017,0
