,date,amikacin,aminosalicylic-acid,amoxicillin,amoxicillin-sodium,ampicillin,azithromycin,aztreonam,benzylpenicillin-sodium,cefaclor,cefadroxil,cefalexin,ceferoxime-axetil,cefixime,cefotaxime-sodium,cefpodoxime,cefradine,ceftazidime,ceftriaxone-sodium,cefuroxime-sodium,chloramphenicol,ciprofloxacin,clarithromycin,clindamycin,clindamycin-phosphate,clofazimine,co-amoxiclav,co-trimoxazole,colistimethate-sodium,colistin-sulfate,cycloserine,dapsone,daptomycin,demeclocycline-hydrochloride,doxycycline-hyclate,doxycycline-monohydrate,ertapenem,erythromycin,erythromycin-ethylsuccinate,erythromycin-stearate,ethambutol-hydrochloride,fidaxomicin,fluampicil,flucloxacillin-magnesium,flucloxacillin-sodium,fosfomycin,fosfomycin-calcium,fosfomycin-trometamol,fusidic-acid,gentamicin,imipenem-cilastatin,isoniazid,levofloxacin,linezolid,lymecycline,meropenem,methenamine-hippurate,metronidazole,minocycline-hydrochloride,moxifloxacin,nalidixic,neomycin,nitrofurantoin,norfloxacin,ofloxacin,oxytetracycline,phenoxymethylpenicillin,piperacillin-tazobactam,pivmecillinam,pristinamycin,pyrazinamide,rifabutin,rifampicin,rifampicin-combined-preparations,rifaximin,sodium-fusidate,sulfadiazine,sulfamethoxypyridazine,sulfapyridine,teicoplanin,telithromycin,temocillin,tetracycline,thalidomide,ticarcillin-clabulanic-acid,tigecycline,tobramycin,trimethoprim,trinidazole,vancomycin-hydrochloride,CCG_code,mrsa_count,month,year,ccg_id
1352,2017-04-01,0,0,104483,0,56,9795,0,0,810,0,12696,56,0,0,0,1128,0,21,0,0,2484,16388,716,0,0,7257,812,718,0,0,182,0,28,9534,770,0,6140,8923,184,0,0,96,0,46416,0,0,0,50,0,0,168,21,0,13418,9,0,2403,168,44,0,0,12279,0,140,12011,82737,2,64,0,0,0,352,0,672,168,112,0,0,0,0,0,512,0,0,0,60,16726,0,56,01J,0.0,4,2017,23
1353,2017-05-01,0,0,102382,0,0,10704,0,0,1128,0,15276,42,0,0,0,2136,168,12,0,112,2978,16357,240,0,0,8412,1008,1374,0,0,184,0,0,8549,658,0,6654,11280,472,0,0,28,0,56343,0,0,0,0,0,0,504,21,0,14588,42,0,3726,168,30,0,0,13221,0,140,14094,89976,84,60,0,0,0,592,0,742,0,0,0,0,14,0,0,448,0,0,0,0,17553,0,40,01J,0.0,5,2017,23
1354,2017-06-01,0,0,87873,0,0,10549,0,0,1129,0,15899,42,0,0,0,2096,0,30,0,112,2831,15214,564,0,0,7102,754,1116,0,0,140,0,56,8131,840,0,6004,8680,322,168,0,0,0,60416,0,0,0,0,0,0,840,0,0,12908,0,0,2910,224,65,0,0,15149,0,84,12802,69950,0,76,0,0,0,364,0,700,0,112,0,0,14,0,0,560,0,0,0,112,21122,0,0,01J,0.0,6,2017,23
1355,2017-07-01,0,0,91472,0,0,10302,0,0,465,0,14837,28,0,0,0,1736,0,34,0,112,2822,16059,414,0,0,7045,884,1306,0,0,190,0,0,8410,378,0,6080,5956,630,0,0,168,0,59190,0,0,0,0,0,0,504,14,0,14269,4,0,3337,112,37,0,0,14579,0,140,12757,84207,0,64,0,0,0,252,0,686,0,224,0,0,0,0,0,652,0,0,0,0,17621,0,143,01J,1.0,7,2017,23
1356,2017-08-01,0,0,81229,0,0,10316,0,0,404,0,12499,80,0,0,0,1372,0,14,0,224,2579,15668,372,0,0,6155,1114,1116,0,0,418,0,21,8848,770,0,5804,5952,490,0,0,256,100,58726,0,0,0,0,0,0,504,24,0,13842,42,60,3107,308,30,0,0,15896,0,84,11096,54296,0,85,0,0,28,56,0,728,0,0,0,0,14,0,0,840,0,0,0,56,18971,0,96,01J,0.0,8,2017,23
1357,2017-09-01,0,0,116287,0,0,10372,0,0,1057,0,15696,14,0,10,0,1438,0,57,0,112,3566,15170,514,0,0,7620,902,1334,0,0,242,0,0,8549,532,0,6250,6596,392,336,0,28,0,61075,1,0,0,0,0,0,0,0,0,12334,42,0,3407,336,42,0,0,14609,0,182,11468,57832,0,89,0,0,0,504,0,784,0,112,0,0,21,0,0,420,0,0,0,0,19708,0,0,01J,0.0,9,2017,23
1358,2017-10-01,0,0,154995,0,0,10379,0,0,1150,0,13396,42,0,0,0,1512,0,17,0,0,4002,21022,486,0,0,7676,1032,1100,0,0,130,0,112,10547,476,0,6180,9708,384,0,0,112,0,54844,0,0,0,0,0,0,840,28,0,14084,42,0,4245,420,79,0,0,16330,0,28,12570,76364,0,101,0,0,0,140,0,616,0,112,0,0,35,0,0,280,0,0,0,56,19294,0,28,01J,1.0,10,2017,23
1359,2017-11-01,0,0,157343,0,0,9916,0,0,637,0,15843,84,0,0,0,2466,0,0,0,224,3832,21017,544,0,0,6754,894,964,0,0,312,0,0,9514,546,0,7074,10708,626,0,0,0,200,54610,3,0,0,0,32,0,840,38,0,14308,42,0,2973,252,35,0,0,15415,0,61,10304,86401,0,85,0,0,0,476,0,616,0,112,0,0,14,0,0,616,0,0,0,0,19400,0,112,01J,0.0,11,2017,23
1360,2012-12-01,0,0,272411,0,84,8220,0,2,633,0,36652,616,7,0,0,868,0,17,0,0,11410,54478,3930,0,0,40194,2411,1284,0,0,905,0,1302,22860,224,0,22995,33466,2215,328,0,528,0,98065,0,0,0,1450,140,0,230,153,0,18202,0,14166,8465,2108,40,150,0,29456,40,363,39904,110701,0,317,0,548,0,1368,196,0,1609,0,0,0,0,0,0,1604,0,0,0,98,51657,52,220,01K,0.0,12,2012,24
1361,2013-01-01,0,0,274213,0,112,8499,0,1,882,0,37308,238,200,4,0,1100,0,34,0,0,8668,63427,4870,0,0,41629,2016,1516,0,0,1071,0,784,24877,224,0,25183,25298,2368,426,0,788,0,105658,0,0,0,950,69,0,112,109,0,18611,0,12753,9030,2240,0,0,0,29439,20,361,52718,108385,0,311,0,0,0,1976,406,81,860,0,0,0,0,0,0,1584,0,0,0,0,52795,4,552,01K,0.0,1,2013,24
1362,2013-02-01,0,0,232019,0,300,7797,0,1,781,0,30052,52,228,0,0,609,80,0,0,0,8259,50053,3414,0,0,37055,2445,980,0,0,1101,0,980,22803,392,0,24023,22432,2316,188,40,328,0,98145,0,0,0,800,71,0,28,234,0,16940,0,12633,9407,1520,56,150,112,24674,60,496,47197,103724,0,112,0,0,0,1090,140,0,896,0,0,0,0,14,0,1884,0,0,0,206,47567,0,400,01K,0.0,2,2013,24
1363,2013-03-01,0,0,215537,0,168,8841,0,4,1010,0,33224,14,4,0,0,956,42,0,0,0,10080,49370,2448,0,0,35981,2842,972,0,0,952,0,984,21661,364,0,26545,22822,1752,300,0,440,0,100999,0,0,0,800,69,0,84,216,0,20096,0,13295,9502,1869,0,420,0,26671,40,506,49363,98152,0,539,0,0,0,1284,196,50,876,0,0,0,0,14,0,2952,0,0,0,140,46518,0,272,01K,0.0,3,2013,24
1364,2013-04-01,0,0,199498,20,84,8403,0,0,765,0,34174,14,0,0,0,304,42,0,0,0,9233,46631,3499,0,0,36403,2646,1286,0,0,1044,0,644,22303,448,0,24670,17860,2072,328,20,868,0,100895,0,0,0,600,107,0,96,45,8,18984,0,14195,8382,1400,28,150,0,27494,40,444,53884,91511,0,426,0,150,0,1716,84,81,602,0,0,0,0,0,0,2220,0,0,0,168,52337,16,38,01K,0.0,4,2013,24
1365,2013-05-01,0,0,168634,0,184,9549,0,0,734,0,33335,76,9,0,0,897,42,5,0,0,9640,41563,3883,0,0,36959,3583,1520,0,0,1372,0,756,21995,280,0,25129,18132,2405,208,0,920,0,108807,0,0,0,400,100,0,84,91,0,21128,0,14108,10172,1960,0,150,0,30536,40,419,49706,86408,0,174,0,224,0,1670,0,0,420,0,0,0,0,0,0,1822,0,0,0,112,48571,22,512,01K,0.0,5,2013,24
1366,2013-06-01,0,0,131321,0,133,8385,0,0,564,0,31959,444,100,0,0,784,124,5,0,0,9423,35894,3102,0,0,34964,2680,904,0,0,980,0,686,19251,336,0,21948,16533,2013,398,20,1240,0,102233,0,0,0,400,126,0,84,248,30,19620,0,13895,8835,1344,24,450,168,27192,20,567,47796,83823,0,317,0,0,0,1726,21,90,504,168,0,0,0,0,0,1953,0,0,0,112,45214,72,165,01K,0.0,6,2013,24
1367,2013-07-01,0,0,129607,0,56,10092,0,4,542,14,30273,196,5,1,0,946,126,0,0,0,11421,37441,3775,0,0,34868,2905,1042,0,0,828,0,728,19045,280,0,23730,16924,1940,276,20,880,0,126538,0,0,0,400,213,0,84,99,0,20096,0,14114,9007,1768,0,150,0,27120,0,505,48172,88138,0,301,0,0,0,890,315,9,448,0,0,0,0,0,0,1858,0,0,0,98,51854,0,344,01K,0.0,7,2013,24
1368,2013-08-01,0,0,100087,0,56,8651,0,0,906,0,31091,238,7,0,0,764,0,22,0,0,10232,32006,4054,0,0,31157,2589,1166,0,0,925,0,756,17149,336,0,20907,11936,1444,160,20,476,0,112586,0,0,0,1950,188,0,168,183,0,18192,0,15543,9308,1546,0,0,0,28994,10,556,45400,68334,0,278,0,336,0,1616,154,0,470,0,0,0,0,0,0,2026,0,0,0,168,48609,22,204,01K,0.0,8,2013,24
1369,2013-09-01,0,0,138275,0,112,8389,0,3,704,0,30365,230,200,0,0,748,42,15,0,0,11076,39902,2886,0,0,34963,2556,1176,0,0,1472,0,944,19157,280,0,20798,11710,1470,272,0,448,0,104609,0,0,0,400,66,0,84,222,0,19756,0,13664,8282,1428,56,450,168,26455,2,588,38726,70588,0,166,0,112,0,1750,56,0,256,224,0,0,21,0,0,2622,0,0,0,56,48569,0,204,01K,0.0,9,2013,24
1370,2013-10-01,0,0,183167,0,56,9743,0,30,1118,0,34498,308,0,0,0,838,0,5,0,0,10979,39997,3595,0,0,38806,2673,1266,0,0,1147,0,630,22614,672,0,22762,15240,1392,296,0,704,0,106532,0,0,0,1150,185,0,114,176,0,21998,0,16853,9785,1628,10,0,168,27918,0,463,46858,75840,0,253,0,12,0,1514,56,165,744,0,0,0,0,0,0,2360,0,0,0,0,51600,0,214,01K,2.0,10,2013,24
1371,2013-11-01,0,0,178987,0,84,9230,0,1,374,0,30421,140,300,0,0,716,84,0,0,0,10177,39687,4262,0,0,37192,3031,1230,0,0,926,0,726,19926,588,0,17858,15118,1915,216,0,116,0,97963,0,0,0,200,6,0,84,226,0,20946,0,16531,8839,1708,42,0,0,26342,14,374,45054,78509,0,370,0,0,0,2326,56,106,1178,42,0,0,0,0,0,1300,0,0,0,168,49403,0,84,01K,0.0,11,2013,24
1372,2013-12-01,0,0,242457,0,140,10412,0,1,363,0,36658,112,0,1,0,486,42,0,0,0,9415,49831,4392,0,0,39210,3107,872,0,0,756,0,470,22777,420,0,20375,18524,1544,420,0,268,0,96041,0,0,0,400,13,0,84,291,28,20885,0,16889,7804,1848,28,0,168,26495,0,820,49116,98680,0,436,0,12,0,1404,56,63,468,0,0,0,0,0,0,2254,0,0,0,56,48340,76,112,01K,0.0,12,2013,24
1373,2014-01-01,0,0,202489,21,84,9442,0,2,424,0,36920,112,0,0,0,603,42,0,0,120,9014,47933,5274,0,0,40704,2566,908,0,0,1080,0,410,24464,392,0,18968,15344,1584,168,0,440,0,94047,0,0,0,1950,74,0,0,342,0,22138,0,15238,8407,1492,28,0,0,25047,0,849,49056,95508,0,445,0,0,0,1318,0,45,324,0,0,0,0,0,0,1806,0,0,0,252,53694,4,224,01K,1.0,1,2014,24
1374,2014-02-01,0,0,196501,0,28,8773,0,2,407,0,32103,24,0,0,0,639,0,0,0,60,8709,44223,4112,0,0,34763,2061,924,0,0,994,0,364,20816,644,0,19864,17426,1488,224,0,292,0,92964,0,0,0,0,65,0,0,268,0,21416,0,15995,6956,924,28,0,0,24179,0,481,42410,102914,0,376,0,0,0,1320,0,81,798,0,0,0,0,0,0,2776,0,0,0,168,45659,0,0,01K,1.0,2,2014,24
1375,2014-03-01,0,0,209257,0,140,9623,0,8,332,0,35112,126,0,0,0,444,42,7,0,60,9594,46691,4552,0,0,41446,2616,1152,0,0,1172,0,548,21884,224,0,19617,16638,1526,168,0,572,0,105245,0,0,0,900,32,0,0,197,0,21878,0,15433,10169,1380,28,150,168,28608,0,399,51239,127174,0,376,0,0,0,1623,0,0,1132,0,0,0,0,0,0,1774,0,0,0,308,51437,0,76,01K,0.0,3,2014,24
1376,2014-04-01,0,0,193997,0,28,10257,0,0,538,21,32318,140,100,0,0,628,0,0,0,180,9553,46918,5742,0,0,38632,2975,946,0,0,929,0,708,22142,812,0,18005,16428,1660,168,0,932,0,99832,0,0,0,0,19,0,0,285,0,22926,0,15929,8197,1568,28,0,168,25760,0,395,47440,121360,0,521,0,0,0,1188,0,209,898,0,0,0,0,0,0,1508,0,0,0,168,49233,40,80,01K,0.0,4,2014,24
1377,2014-05-01,0,0,172646,0,56,10848,0,4,490,0,32888,28,0,0,0,576,0,1,0,120,10516,41610,5770,0,0,35515,2681,1560,0,0,965,0,596,22776,476,0,21361,16206,1136,252,0,324,0,101660,0,0,0,0,49,0,0,289,0,21546,0,17941,8416,1228,28,0,0,27859,0,570,48484,103082,0,365,0,0,0,1662,0,0,660,0,0,0,0,0,0,2498,0,0,0,224,50560,4,0,01K,0.0,5,2014,24
1378,2014-06-01,0,0,145753,0,28,9830,0,6,894,10,30872,140,0,0,0,594,84,4,0,0,10515,40762,8168,0,0,37094,2788,1216,0,0,840,0,428,20000,364,0,18614,10376,1480,420,20,768,0,107654,0,0,0,0,28,0,0,257,0,23370,0,16846,7248,1446,0,0,0,27119,0,460,42711,98658,0,458,0,0,0,1498,0,0,336,0,0,0,0,0,0,1380,0,0,0,295,47825,20,124,01K,0.0,6,2014,24
1379,2014-07-01,0,0,125152,0,28,11115,0,0,360,0,30780,38,0,0,0,657,0,3,0,0,10961,39123,10004,0,0,38973,3232,1268,0,0,934,0,736,20187,252,0,18768,12724,1450,0,20,316,0,123726,0,0,0,0,6,0,0,208,0,21051,0,19338,9362,1296,28,560,189,27767,0,288,47296,98494,0,432,0,0,0,1302,0,174,816,0,0,0,0,0,0,1848,0,0,0,0,52084,0,40,01K,0.0,7,2014,24
1380,2014-08-01,0,0,94529,0,140,10203,0,0,427,0,29938,14,9,0,0,712,0,5,0,0,11228,30960,7525,0,0,30740,3277,1100,0,0,588,0,526,17540,392,0,16484,6806,1478,0,0,352,0,109617,0,0,0,0,29,0,0,227,0,17239,0,16017,8060,1324,84,0,189,29668,0,432,43167,75570,0,256,0,0,0,1234,0,21,410,0,0,0,0,0,0,1512,0,0,0,224,47405,12,40,01K,1.0,8,2014,24
1381,2014-09-01,0,0,131702,0,21,11266,0,0,461,21,29583,56,0,0,0,748,0,0,0,0,9709,36467,6854,0,0,39267,2425,1282,0,0,1022,0,456,21157,336,3,17692,9884,1152,84,0,384,0,107562,0,0,0,0,38,0,0,201,0,17696,0,18174,10193,1568,56,0,0,26838,0,428,46080,70930,0,299,0,0,14,1378,56,112,844,0,0,0,0,0,0,2564,0,0,0,112,48389,0,176,01K,0.0,9,2014,24
1382,2014-10-01,0,0,172717,0,56,12844,0,1,728,0,30939,182,0,0,0,720,0,0,0,0,9039,42234,6396,0,0,37164,3118,1112,0,0,721,0,64,23101,308,0,15789,10550,1282,112,0,280,0,106162,0,0,0,0,5,0,84,239,0,21357,0,19743,9659,1092,56,0,168,29419,0,402,48934,74852,0,305,0,0,0,1684,112,244,1136,0,0,0,0,0,0,2694,0,0,0,112,52771,10,104,01K,0.0,10,2014,24
1383,2014-11-01,0,0,174272,0,84,10993,0,2,491,0,32622,186,100,0,0,908,0,2,0,0,9138,40676,4125,0,0,33015,2480,1308,0,0,849,0,8,19761,336,0,15642,11212,1468,252,0,452,0,95407,0,0,0,0,28,0,0,306,0,18378,0,18386,8225,1264,28,0,168,23212,0,551,42632,83166,0,475,0,0,0,1722,56,121,572,0,0,0,0,0,0,1232,0,0,0,219,49997,0,152,01K,0.0,11,2014,24
1384,2014-12-01,0,14,318480,0,56,12806,0,4,380,0,37107,376,0,0,0,350,0,0,0,0,9270,52371,5671,0,0,42315,3689,1162,0,0,1353,0,176,27034,406,0,17826,19946,836,280,40,348,0,95225,0,0,0,0,15,0,0,283,0,21617,0,20247,9150,1500,66,0,0,25767,0,279,47460,94978,0,413,0,0,0,1126,112,168,526,0,0,0,0,0,0,1946,0,0,0,56,49079,0,412,01K,0.0,12,2014,24
1385,2015-01-01,0,0,230123,0,112,12519,0,0,507,0,31800,264,0,0,0,638,0,0,0,0,9345,48356,4530,0,0,42646,3687,1093,0,0,903,0,168,26285,462,0,16972,14262,1470,507,20,124,0,89380,0,0,0,0,1,0,224,284,0,20422,0,18912,8541,868,38,0,0,27746,0,433,45366,86666,0,218,0,60,0,1682,56,0,732,0,0,0,0,0,0,2260,0,0,0,168,50125,0,154,01K,0.0,1,2015,24
1386,2015-02-01,0,0,197069,0,0,11135,0,0,352,0,35919,52,0,3,0,200,0,0,0,0,8759,38368,5556,0,0,40948,2609,1203,0,0,826,0,56,22041,252,0,16216,17368,940,168,0,208,0,86201,0,0,0,0,31,0,308,138,0,19044,0,15652,7596,728,56,0,168,24478,0,639,42628,94000,0,372,0,0,0,1273,56,258,60,0,0,0,0,0,0,2420,0,0,0,56,43574,0,28,01K,0.0,2,2015,24
1387,2015-03-01,0,0,215133,0,56,11051,0,0,512,0,32570,56,0,0,0,548,0,0,0,0,9845,43758,5302,0,0,44596,3281,1266,0,0,856,0,318,24325,336,0,14880,18690,1280,336,20,200,0,106108,0,0,3,0,0,0,308,271,0,21683,0,19361,7080,1544,80,0,196,25549,0,214,46998,119375,0,312,0,60,0,2240,0,133,260,0,0,0,0,0,0,1972,0,0,0,56,48694,84,0,01K,0.0,3,2015,24
1388,2015-04-01,0,0,169847,0,0,11399,0,0,433,14,29731,84,0,0,0,468,0,0,0,0,7591,37699,7561,0,0,35826,3296,1013,0,0,672,0,312,21987,392,0,16449,16864,1150,84,0,172,0,101063,0,0,0,0,11,0,168,269,0,20878,0,20383,7152,1044,42,0,0,25406,0,399,43824,87690,0,178,0,0,0,1994,100,0,624,0,0,0,0,0,0,1828,0,0,0,168,51438,0,0,01K,0.0,4,2015,24
1389,2015-05-01,0,0,149058,0,56,11176,0,4,523,21,29213,24,0,0,0,412,0,0,0,0,8243,34445,6131,0,0,36237,2734,876,0,0,912,0,0,19864,420,0,17896,12503,932,112,0,196,0,92167,0,0,0,0,14,0,84,188,0,19864,0,19054,7808,1008,65,0,0,23698,0,203,40314,84752,0,257,0,0,0,854,168,174,482,0,0,0,0,0,0,2000,0,0,0,0,47843,0,252,01K,0.0,5,2015,24
1390,2015-06-01,0,0,138626,0,0,10185,0,2,644,0,30652,98,0,0,0,686,0,0,0,0,7050,34253,6579,0,0,32095,2652,1108,0,0,896,0,322,20840,252,0,17594,10314,782,392,20,180,0,105415,0,0,1,0,16,0,84,281,0,22185,0,20197,8132,956,28,0,168,25440,0,264,44832,90309,0,394,0,0,0,1893,84,112,330,0,0,0,0,0,0,2810,0,0,0,168,47593,0,80,01K,1.0,6,2015,24
1391,2015-07-01,0,0,135067,0,56,11266,0,2,839,0,31153,122,2,0,0,408,0,0,0,0,9986,37620,8486,0,0,36489,4249,1156,0,0,1304,0,0,20086,336,0,15390,10120,1248,392,0,328,0,119992,0,0,2,0,1,0,84,181,0,21318,0,22291,8886,1058,30,0,196,26684,12,185,44018,86245,0,473,0,0,0,1186,224,168,586,0,0,0,8,0,0,2716,0,0,0,84,49737,4,112,01K,0.0,7,2015,24
1392,2015-08-01,0,0,107042,0,56,10498,0,3,414,0,25788,308,0,1,0,400,0,1,0,0,7930,31491,7284,0,0,29765,3801,968,0,0,688,0,436,16815,434,0,12591,7032,862,112,0,140,0,98610,0,0,0,0,14,0,84,243,0,18382,0,19002,7013,826,35,0,0,23889,0,308,36796,66482,0,558,0,0,0,1386,0,258,314,0,0,0,0,0,0,1804,0,0,0,56,42826,0,40,01K,1.0,8,2015,24
1393,2015-09-01,0,0,130820,0,56,11640,0,1,1037,0,29436,28,14,0,0,702,0,0,0,0,8820,33754,7056,0,0,27616,3260,1182,0,0,933,0,452,18335,336,0,15736,9072,884,112,0,84,0,100442,0,0,0,0,74,0,84,280,0,19710,0,19345,8430,984,10,0,28,26843,0,213,44590,64754,0,672,0,0,0,710,280,168,386,392,0,0,0,0,0,2642,0,0,0,168,46896,19,40,01K,0.0,9,2015,24
1394,2015-10-01,60,0,159570,0,0,11377,0,1,708,0,29615,178,16,0,0,446,0,0,0,90,8786,41200,6105,0,0,34008,3548,1208,0,0,932,0,356,20252,476,0,18391,11016,544,364,20,40,0,97478,0,0,2,0,30,0,84,177,14,20741,60,19863,7145,522,30,0,28,27092,0,403,41804,76983,0,412,0,0,0,2063,168,224,1064,112,0,0,0,0,0,2898,0,0,0,56,48639,56,332,01K,0.0,10,2015,24
1395,2015-11-01,0,0,162202,0,0,11248,0,1,1042,0,25233,38,74,0,0,464,0,0,0,0,7748,40047,7487,0,0,34337,4467,882,0,0,856,0,112,18614,280,0,13619,9594,734,252,0,324,0,96647,0,6,1,200,50,0,0,149,86,20598,0,19028,6292,764,88,0,28,26293,0,199,42218,89616,0,688,0,0,0,1092,0,460,732,28,0,0,0,0,0,2856,0,0,0,112,47838,0,96,01K,0.0,11,2015,24
1396,2015-12-01,0,0,227022,0,0,11805,0,0,926,0,26751,14,98,0,0,500,0,0,0,0,8288,44158,8864,0,0,37988,3023,912,0,0,1169,0,100,22152,364,0,17592,17618,832,476,40,28,0,84714,0,0,3,0,52,0,0,258,0,20829,0,22543,6748,834,0,0,0,29739,0,608,47001,102248,0,634,0,0,0,1644,0,475,692,168,0,0,0,0,0,2604,0,0,0,0,48175,0,216,01K,0.0,12,2015,24
1397,2016-01-01,0,0,200854,0,0,10974,0,0,1605,0,24773,140,58,0,0,142,0,2,0,0,9213,49271,5971,0,0,37162,4054,1112,0,0,562,0,0,22581,406,0,14742,14086,639,196,0,0,0,92895,0,0,3,0,86,0,0,275,600,22046,0,22483,6296,700,60,0,28,33154,0,304,42988,94089,0,618,0,0,0,1448,56,336,396,112,0,0,0,0,0,3576,0,0,0,112,43758,18,136,01K,0.0,1,2016,24
1398,2016-02-01,0,0,222638,0,0,11000,0,2,556,0,22112,42,70,0,0,564,0,0,0,0,7874,50528,5387,0,0,37421,2078,1156,0,0,678,0,112,21458,476,0,17062,15820,810,420,0,316,0,85361,0,0,19,0,53,0,0,330,0,20692,0,21444,6706,676,60,0,28,32681,0,329,41946,112052,0,982,0,0,0,1248,0,594,231,112,0,0,0,0,0,2674,0,0,0,112,44027,0,192,01K,0.0,2,2016,24
1399,2016-03-01,0,0,225884,0,56,11936,0,0,526,0,21789,42,70,0,0,308,0,2,0,0,9802,51671,7206,0,0,38691,3034,1482,0,0,1178,0,100,22800,266,0,17610,16960,334,336,0,100,0,95906,0,0,6,400,106,0,0,329,0,23122,0,23688,6426,620,65,0,28,33665,0,369,40315,141676,0,1196,0,0,0,1644,0,462,140,0,0,0,0,0,0,3052,0,0,0,56,45670,0,184,01K,0.0,3,2016,24
1400,2016-04-01,0,0,183516,0,0,12607,0,0,1036,0,24866,28,161,0,0,386,0,0,0,0,9173,47713,6140,0,0,35555,3618,1426,0,0,672,0,148,21054,608,0,15817,11721,820,112,20,168,0,94994,0,0,8,0,103,0,84,311,0,24205,0,23633,8048,624,65,0,0,33177,0,486,46714,114349,0,993,0,0,0,1268,0,832,392,0,0,0,0,0,0,3680,0,0,0,56,42373,0,40,01K,0.0,4,2016,24
1401,2016-05-01,0,0,150268,0,0,10609,0,2,526,0,19076,0,70,0,0,536,0,0,0,0,6896,40118,6850,0,0,30901,3972,1176,0,0,994,0,364,19199,448,0,15752,9940,634,224,0,0,0,96074,0,0,1,0,65,0,112,343,0,21652,0,20267,5415,728,15,0,28,30529,0,236,43662,105428,0,934,0,0,0,2161,56,742,252,0,0,0,0,0,0,1996,0,0,0,56,43662,0,0,01K,1.0,5,2016,24
1402,2016-06-01,0,0,130694,0,28,11764,0,0,349,0,19790,28,56,0,0,524,0,0,0,0,7277,39998,7740,0,0,31222,3256,1426,0,0,996,0,252,16785,308,0,17316,12428,620,224,0,56,0,106132,0,0,6,0,2,0,112,323,0,22744,0,23770,6213,816,63,0,28,31149,0,299,44033,95010,0,1038,0,0,0,868,56,784,308,0,0,0,0,0,0,3096,0,0,0,0,41385,0,40,01K,0.0,6,2016,24
1403,2016-07-01,0,0,135566,0,0,11066,0,3,968,0,19756,96,84,0,0,514,0,0,0,0,8222,35813,8506,0,0,33379,3330,1382,0,0,658,0,336,19033,336,0,16860,9268,816,112,0,184,0,103448,0,0,6,100,6,0,224,293,0,19428,0,21946,6433,652,65,0,28,32836,0,314,39534,91629,0,1654,0,0,0,1244,180,776,362,28,0,0,0,0,0,2344,0,0,0,56,41891,60,68,01K,0.0,7,2016,24
1404,2016-08-01,10,0,122926,0,56,11259,0,0,498,0,17752,206,63,0,0,360,0,1,0,0,7242,35660,7124,0,0,32203,3290,1186,60,0,1010,0,280,18781,224,0,15048,6100,446,112,0,112,0,109298,0,0,8,0,4,0,56,224,0,17724,0,23667,6141,560,98,0,28,35286,0,176,42914,77081,0,966,0,0,0,1516,112,560,210,0,0,0,3,0,0,1770,0,0,0,56,41556,61,180,01K,0.0,8,2016,24
1405,2016-09-01,0,0,128295,0,28,11028,0,0,270,0,18989,434,44,0,0,258,0,5,0,56,8632,38231,8584,0,0,31628,3238,1716,0,0,672,0,560,18253,210,0,13876,10712,406,112,0,236,0,110411,0,0,4,0,64,0,56,324,0,20231,0,24935,6939,704,75,0,28,33881,0,371,40692,69398,0,1405,0,0,0,1124,56,812,390,0,0,0,0,0,0,2642,0,0,0,0,41061,0,56,01K,0.0,9,2016,24
1406,2016-10-01,0,0,187421,0,0,12106,0,2,612,0,20701,58,72,0,0,296,0,5,0,0,7765,44667,6932,0,0,31324,3262,1336,0,0,1004,0,280,19948,168,0,15359,12726,692,0,0,112,0,99083,0,0,4,0,2,0,56,321,0,19817,0,24691,6594,480,44,0,0,31366,0,365,41406,81740,0,1208,0,0,0,1756,0,588,154,0,0,0,0,0,0,1936,0,0,0,56,37981,4,160,01K,0.0,10,2016,24
1407,2016-11-01,0,0,231997,0,0,13144,0,0,991,0,19745,28,58,0,0,566,0,0,0,28,8118,46683,7918,0,0,34990,3620,1712,0,0,630,0,224,22759,210,0,15764,16240,404,0,0,184,0,92600,0,0,14,0,8,0,56,351,450,20523,0,23642,5945,680,33,0,56,30265,0,443,37360,83916,0,1313,0,0,0,1646,0,630,602,0,0,0,0,0,0,2380,0,0,0,0,43196,4,320,01K,0.0,11,2016,24
1408,2016-12-01,0,0,267184,0,0,13292,0,0,846,0,19470,168,72,0,0,198,0,0,0,28,7700,56556,6772,0,0,35856,3202,1466,0,0,546,0,196,25990,280,0,18024,11452,320,0,0,28,0,89696,13,0,0,0,2,0,56,249,0,20388,0,28119,6027,308,28,0,28,29703,0,506,41048,99900,0,1634,0,0,0,2078,0,541,232,0,0,0,0,0,0,1336,0,0,0,56,39118,4,136,01K,0.0,12,2016,24
1409,2017-01-01,0,0,232076,0,0,11885,0,0,1136,0,17150,28,56,0,0,458,0,0,0,0,6482,49634,7810,0,0,35038,3559,1492,0,0,948,0,210,25268,168,0,13784,9768,434,0,0,168,0,87152,9,0,0,0,1,0,154,337,0,20066,0,25954,6262,634,33,0,56,28315,0,249,39714,87983,0,2117,0,0,0,2454,0,700,1034,0,0,0,0,0,0,2264,0,0,0,0,43089,56,24,01K,0.0,1,2017,24
