,date,year,month,ccg_id,amoxicillin,ampicillin,benzylpenicillin-sodium,co-amoxiclav,flucloxacillin-magnesium,flucloxacillin-sodium,phenoxymethylpenicillin,piperacillin-tazobactam,pivmecillinam,temocillin,ticarcillin-clabulanic-acid,aztreonam,cefaclor,cefadroxil,cefalexin,ceferoxime-axetil,cefixime,cefotaxime-sodium,cefpodoxime,cefradine,ceftazidime,ceftriaxone-sodium,cefuroxime-sodium,ertapenem,imipenem-cilastatin,meropenem,mrsa_count
0,2012-12-01,2012,12,0,134307,0,0,8468,0,33704,45930,0,0,0,0,0,70,0,7873,0,2,0,0,60,0,0,0,0,0,0,1.0
1,2013-01-01,2013,1,0,102222,0,2,8827,0,35582,40430,0,0,0,0,0,0,0,6908,0,0,0,0,60,0,1,0,0,0,0,0.0
2,2013-02-01,2013,2,0,83276,0,0,6285,0,35986,45320,0,0,0,0,0,200,0,7896,0,0,0,0,0,0,0,0,0,0,0,0.0
3,2013-03-01,2013,3,0,80918,0,0,7119,0,34904,48800,0,0,0,0,0,0,0,7331,0,7,0,0,60,0,0,0,0,0,0,0.0
4,2013-04-01,2013,4,0,72817,0,0,6689,0,32856,32410,0,0,0,0,0,56,0,7727,20,0,0,0,0,0,0,0,0,0,0,0.0
5,2013-05-01,2013,5,0,70676,0,0,6270,0,39069,38600,0,0,0,0,0,14,0,6274,0,0,0,0,0,0,0,0,0,0,0,0.0
6,2013-06-01,2013,6,0,53019,0,0,6706,0,38776,32660,0,0,0,0,0,0,0,5083,0,0,0,0,0,0,0,0,0,0,0,0.0
7,2013-07-01,2013,7,0,49817,0,0,5742,0,49514,37292,0,0,0,0,0,0,0,7829,0,0,0,0,60,0,0,0,0,0,0,0.0
8,2013-08-01,2013,8,0,41463,0,0,6837,0,46311,29102,0,0,0,0,0,14,0,5278,0,2,0,0,120,0,0,0,0,0,0,0.0
9,2013-09-01,2013,9,0,53941,0,0,7521,0,37136,27152,0,0,0,0,0,0,0,5596,20,0,0,0,120,0,0,0,0,0,0,1.0
10,2013-10-01,2013,10,0,68365,0,0,9619,0,37322,32399,0,0,0,0,0,0,0,6797,48,0,0,0,0,0,0,0,0,0,0,0.0
11,2013-11-01,2013,11,0,73722,0,0,7097,0,37211,26736,0,0,0,0,0,0,0,6874,28,0,0,0,60,0,0,0,0,0,0,0.0
12,2013-12-01,2013,12,0,103524,0,0,9834,0,33653,37976,0,0,0,0,0,28,0,7403,0,0,0,0,140,0,0,0,0,0,0,1.0
13,2014-01-01,2014,1,0,80373,0,0,8677,0,34460,35618,0,0,0,0,0,100,0,8838,0,0,0,0,0,0,0,0,0,0,0,0.0
14,2014-02-01,2014,2,0,82264,0,0,6210,0,35446,36900,0,8,0,0,0,21,0,8079,0,0,0,0,0,0,0,0,0,0,0,0.0
15,2014-03-01,2014,3,0,80232,0,0,8811,0,37010,47104,0,0,0,0,0,100,0,8079,0,0,0,0,60,0,0,0,0,0,0,0.0
16,2014-04-01,2014,4,0,69858,0,0,7070,0,36404,44172,0,0,0,0,0,300,0,7502,0,0,0,0,0,0,0,0,0,0,0,0.0
17,2014-05-01,2014,5,0,61331,0,0,7114,0,38131,34384,0,0,0,0,0,200,0,8575,28,0,0,0,60,0,0,0,0,0,0,0.0
18,2014-06-01,2014,6,0,59688,0,0,7058,0,40762,34500,0,0,0,0,0,100,0,8532,0,0,0,0,0,0,0,0,0,0,0,1.0
19,2014-07-01,2014,7,0,54181,0,0,8306,0,46276,32565,0,0,0,0,0,0,0,8716,42,2,0,0,60,0,0,0,14,0,0,0.0
20,2014-08-01,2014,8,0,38790,0,0,5020,0,39101,21304,0,8,0,0,0,0,0,8268,0,0,0,0,60,0,0,0,0,0,0,0.0
21,2014-09-01,2014,9,0,55762,0,0,7602,0,39717,24662,0,0,0,0,0,100,0,9134,0,0,0,0,60,0,0,0,0,0,0,0.0
22,2014-10-01,2014,10,0,67423,0,0,6851,0,38333,28702,0,0,0,0,0,0,0,10910,0,0,0,0,0,0,0,0,0,0,0,0.0
23,2014-11-01,2014,11,0,71143,0,0,6525,0,30704,27850,0,10,0,0,0,0,0,7562,0,0,0,0,0,0,0,0,0,0,0,0.0
24,2014-12-01,2014,12,0,129393,0,0,7071,0,37475,41850,0,0,0,0,0,0,0,7892,0,0,0,0,0,0,0,0,0,0,0,0.0
25,2015-01-01,2015,1,0,100850,0,0,8251,0,28616,41596,0,0,0,0,0,100,0,6958,0,0,0,0,0,0,0,0,0,0,0,1.0
26,2015-02-01,2015,2,0,90737,0,0,6808,0,29257,39138,0,0,0,0,0,0,0,8354,0,0,0,0,0,0,0,0,0,0,0,0.0
27,2015-03-01,2015,3,0,91457,0,0,7855,0,36049,57270,0,0,0,0,0,0,0,6666,0,0,0,0,0,0,0,0,0,0,0,0.0
28,2015-04-01,2015,4,0,68881,0,0,7999,0,36925,50132,0,0,0,0,0,0,0,6351,14,0,0,0,28,0,0,0,0,0,0,0.0
29,2015-05-01,2015,5,0,65468,0,0,6482,0,36995,42532,0,0,0,0,0,0,0,5453,0,0,0,0,28,0,0,0,0,0,0,0.0
30,2015-06-01,2015,6,0,57114,0,12,5514,0,35747,36854,0,0,0,0,0,0,0,7278,0,0,0,0,0,0,0,0,0,0,0,0.0
31,2015-07-01,2015,7,0,48392,0,14,6358,0,38709,35376,0,0,0,0,0,0,15,7212,0,0,0,0,28,0,0,0,0,0,0,0.0
32,2015-08-01,2015,8,0,36590,0,0,4570,0,37800,24180,0,0,0,0,0,0,0,6470,0,0,0,0,0,0,0,0,0,0,0,1.0
33,2015-09-01,2015,9,0,53145,0,0,4994,300,31411,27400,0,0,0,0,0,0,0,5939,0,0,0,0,0,0,0,0,0,0,0,0.0
34,2015-10-01,2015,10,0,60965,0,0,5289,0,32450,26316,0,0,0,0,0,21,0,6108,0,0,0,0,0,0,0,0,0,0,0,0.0
35,2015-11-01,2015,11,0,69745,0,0,6748,0,29106,27428,0,0,0,0,0,56,0,4688,0,0,0,0,0,0,0,0,0,0,0,0.0
36,2015-12-01,2015,12,0,84414,0,0,4835,0,33968,31220,0,20,0,0,0,56,0,7170,0,0,0,0,0,0,0,0,0,0,0,1.0
37,2016-01-01,2016,1,0,80189,0,0,6840,0,31496,36034,0,30,0,0,0,56,0,7765,0,0,0,0,0,0,0,0,0,0,0,0.0
38,2016-02-01,2016,2,0,87196,0,0,6324,0,30739,42214,0,57,0,0,0,56,0,8074,0,0,0,0,0,0,0,0,0,0,0,1.0
39,2016-03-01,2016,3,0,87552,0,0,5236,0,30906,46212,0,30,0,0,0,56,0,8389,0,0,0,0,0,0,0,0,0,0,0,0.0
40,2016-04-01,2016,4,0,63570,0,0,5885,0,32488,40588,0,80,0,0,0,20,0,7125,0,0,0,0,0,0,0,0,0,0,0,0.0
41,2016-05-01,2016,5,0,68635,21,0,6371,0,35032,39634,0,50,0,0,0,112,0,7592,0,0,0,0,0,0,0,0,0,0,0,0.0
42,2016-06-01,2016,6,0,57233,0,0,5251,0,35348,34782,0,72,0,0,0,177,0,7790,0,0,0,0,0,0,0,0,0,0,0,0.0
43,2016-07-01,2016,7,0,47135,0,0,5993,0,33227,28804,0,140,0,0,0,56,0,7155,0,0,0,0,0,0,0,0,0,0,0,2.0
44,2016-08-01,2016,8,0,34781,0,0,5389,0,33757,20730,0,35,0,0,0,56,0,7669,14,0,0,0,0,0,0,0,0,0,0,0.0
45,2016-09-01,2016,9,0,50989,0,0,3657,0,38283,25356,0,86,0,0,0,56,0,8022,14,0,0,0,0,0,0,0,0,0,0,0.0
46,2016-10-01,2016,10,0,66421,0,0,4500,0,32900,23250,0,31,0,0,0,56,0,7374,0,0,0,0,0,0,0,0,0,0,0,2.0
47,2016-11-01,2016,11,0,83161,0,0,4406,0,32256,28702,0,82,0,0,0,156,0,8291,0,0,0,0,0,0,0,0,0,0,0,0.0
48,2016-12-01,2016,12,0,103527,0,0,5574,0,31811,35420,0,30,0,0,0,56,0,7482,0,0,0,0,0,0,0,0,0,0,0,0.0
49,2017-01-01,2017,1,0,90877,0,0,6614,0,29874,34489,0,29,0,0,0,156,0,8322,14,0,0,0,0,0,10,0,0,0,0,0.0
50,2017-02-01,2017,2,0,79412,0,1,6433,0,27260,33994,0,50,0,0,0,56,0,6634,0,0,0,0,0,0,10,0,0,0,0,0.0
51,2017-03-01,2017,3,0,83303,0,0,5419,0,39047,41228,0,52,0,0,0,256,0,6970,0,0,0,0,0,0,20,0,0,0,0,0.0
52,2017-04-01,2017,4,0,58436,0,0,5075,0,27769,39260,0,40,0,0,0,156,0,7270,14,0,0,0,0,0,38,0,0,0,0,0.0
53,2017-05-01,2017,5,0,55790,0,2,7882,0,34846,36646,0,10,0,0,0,56,0,6777,0,0,0,0,0,0,40,0,0,0,0,0.0
54,2017-06-01,2017,6,0,48804,0,0,5278,0,36322,34463,0,30,0,0,0,100,0,5976,0,0,0,0,0,0,20,0,0,0,0,0.0
55,2017-07-01,2017,7,0,55953,0,0,6381,0,40012,44638,0,20,0,0,0,56,0,7437,0,10,0,0,0,0,0,0,0,0,0,0.0
56,2017-08-01,2017,8,0,46678,0,0,6012,0,36758,29046,0,117,0,0,0,56,0,5550,0,0,0,0,0,0,0,0,0,0,0,0.0
57,2017-09-01,2017,9,0,50412,0,0,4870,0,33993,29548,0,90,0,0,0,212,0,7011,0,0,0,0,0,0,0,0,0,0,0,0.0
58,2017-10-01,2017,10,0,61677,0,0,5779,0,32080,29968,0,10,0,0,0,256,0,8287,0,0,0,0,0,0,0,0,0,0,0,0.0
59,2017-11-01,2017,11,0,75454,0,0,6623,0,26096,34324,0,63,0,0,0,300,0,6441,0,0,0,0,0,0,0,0,0,0,0,0.0
60,2012-12-01,2012,12,1,411925,76,0,22383,0,100732,130769,0,0,0,0,0,221,0,24267,154,0,0,0,216,112,0,0,0,0,0,2.0
61,2013-01-01,2013,1,1,303382,144,0,17916,0,102031,109817,0,44,0,0,0,221,0,27692,98,8,0,0,140,0,0,0,0,0,0,1.0
62,2013-02-01,2013,2,1,248313,284,0,18488,0,96986,115523,0,30,0,0,0,200,0,22677,168,2,0,0,180,0,0,0,0,0,0,0.0
63,2013-03-01,2013,3,1,255718,233,0,15198,0,105317,122793,0,0,0,0,0,248,0,22957,182,4,0,0,204,0,3,0,0,0,0,0.0
64,2013-04-01,2013,4,1,231550,77,0,17243,0,100595,108438,0,26,0,0,0,775,21,21512,112,0,0,0,236,217,0,0,0,0,0,0.0
65,2013-05-01,2013,5,1,215423,112,2,17725,0,102816,107942,0,10,0,0,0,242,0,22387,182,0,0,0,312,0,0,0,0,0,0,0.0
66,2013-06-01,2013,6,1,175066,84,4,15600,0,100921,100860,0,10,0,0,0,112,0,21452,56,4,0,0,260,0,0,0,0,0,0,0.0
67,2013-07-01,2013,7,1,168993,56,0,20588,0,120838,109556,0,60,0,0,0,0,0,21950,70,0,0,0,192,0,0,0,0,0,0,0.0
68,2013-08-01,2013,8,1,132821,56,0,15868,0,112992,80491,0,0,0,0,0,142,0,21362,84,13,0,0,188,112,2,0,0,0,0,0.0
69,2013-09-01,2013,9,1,180519,56,0,17066,0,110710,83552,0,40,0,0,0,14,0,20589,70,4,0,0,148,0,0,0,0,0,0,1.0
70,2013-10-01,2013,10,1,226299,124,0,19537,0,105974,100779,0,10,0,0,0,14,0,24013,112,4,0,0,172,112,0,0,0,0,0,0.0
71,2013-11-01,2013,11,1,226469,166,0,19392,0,94785,100270,0,10,0,0,0,248,0,24177,56,11,0,0,356,112,0,0,0,0,0,0.0
72,2013-12-01,2013,12,1,320919,76,0,19215,200,90065,112880,0,40,0,0,0,42,0,23767,98,27,0,0,268,0,0,0,0,0,0,0.0
73,2014-01-01,2014,1,1,260541,76,1,17685,0,104218,118104,0,96,0,0,0,128,0,24860,448,2,0,0,160,0,0,0,0,0,0,1.0
74,2014-02-01,2014,2,1,243702,228,0,18963,0,99692,119832,0,263,0,0,0,14,0,27643,238,0,0,0,112,0,0,0,0,0,0,0.0
75,2014-03-01,2014,3,1,257810,184,0,21787,0,105337,149612,0,160,0,0,0,21,0,28112,322,0,0,0,392,112,2,0,0,0,0,0.0
76,2014-04-01,2014,4,1,227276,70,0,18339,0,103909,126430,0,277,0,0,0,14,0,23875,224,0,0,0,124,0,0,0,0,0,0,2.0
77,2014-05-01,2014,5,1,199233,56,0,19602,0,107309,105396,0,82,0,0,0,128,0,29242,476,2,0,0,172,0,0,0,0,0,0,3.0
78,2014-06-01,2014,6,1,175799,56,0,17320,0,111101,117661,0,110,0,0,0,14,0,25460,280,2,0,0,196,0,0,0,0,0,0,0.0
79,2014-07-01,2014,7,1,177526,74,0,17434,100,120211,120800,0,70,0,0,0,35,0,27047,70,2,0,0,172,0,0,0,0,0,0,0.0
80,2014-08-01,2014,8,1,124000,140,0,15236,0,104303,79036,0,184,0,0,0,300,0,26410,280,0,0,0,124,224,0,0,0,0,0,3.0
81,2014-09-01,2014,9,1,165820,28,0,14322,0,100110,87916,0,154,0,0,0,156,0,26597,70,4,0,0,124,0,0,0,0,0,0,0.0
82,2014-10-01,2014,10,1,212563,56,0,38217,0,111322,109594,0,277,0,0,0,100,0,25703,322,10,0,0,0,0,1,0,0,0,0,0.0
83,2014-11-01,2014,11,1,215839,48,0,15533,0,90117,99535,0,363,0,0,0,56,0,20505,56,0,0,0,28,0,10,0,0,0,0,0.0
84,2014-12-01,2014,12,1,370217,28,3,19476,0,99796,150692,0,315,0,0,0,28,0,25581,266,2,0,0,28,0,0,0,0,0,0,0.0
85,2015-01-01,2015,1,1,293016,203,0,18190,0,91760,132640,0,363,0,0,0,14,21,25881,286,4,0,0,35,0,0,0,0,0,0,0.0
86,2015-02-01,2015,2,1,262191,0,0,15863,0,88944,139089,0,208,0,0,0,100,0,24273,690,2,0,0,48,0,6,0,0,0,0,0.0
87,2015-03-01,2015,3,1,278909,0,1,16872,0,103347,172658,0,370,0,0,0,310,0,26180,308,2,0,0,56,0,0,0,0,0,0,0.0
88,2015-04-01,2015,4,1,197296,0,2,19749,0,99664,138530,0,208,0,0,0,30,0,23241,294,0,0,0,56,0,0,0,0,0,0,0.0
89,2015-05-01,2015,5,1,197676,0,0,15721,0,101110,122824,0,303,0,0,0,128,0,25985,56,2,0,0,0,0,6,0,0,0,0,1.0
90,2015-06-01,2015,6,1,168912,0,0,15040,0,111377,101083,0,217,0,0,0,35,0,23097,280,4,0,0,0,0,4,0,0,0,0,0.0
91,2015-07-01,2015,7,1,149305,0,2,16172,0,117135,108924,0,250,0,0,0,200,0,22513,266,0,0,0,278,0,24,0,0,0,0,0.0
92,2015-08-01,2015,8,1,113352,0,0,15687,0,96877,84536,0,174,0,0,0,100,21,21855,266,2,0,0,56,0,13,0,0,0,0,0.0
93,2015-09-01,2015,9,1,161397,15,0,15257,0,102544,89430,0,276,0,0,0,0,0,22926,280,4,0,0,28,0,9,0,0,0,10,0.0
94,2015-10-01,2015,10,1,196202,28,0,16941,0,101137,94859,0,178,0,0,0,221,0,24100,252,9,0,0,84,0,6,0,14,0,0,0.0
95,2015-11-01,2015,11,1,203135,76,1,16542,600,92855,100881,0,359,0,0,0,121,0,22027,266,2,0,0,56,0,9,0,0,0,0,1.0
96,2015-12-01,2015,12,1,263979,0,0,17392,0,95730,119718,0,322,0,0,0,200,0,22277,84,4,0,0,40,0,3,0,0,0,0,1.0
97,2016-01-01,2016,1,1,230193,0,0,14703,0,89784,108404,0,351,0,0,0,0,0,19062,742,2,0,0,0,0,0,0,0,0,0,0.0
98,2016-02-01,2016,2,1,240153,0,0,12732,0,93436,117789,0,292,0,0,0,0,0,17727,266,14,0,0,28,0,0,0,0,0,0,1.0
99,2016-03-01,2016,3,1,243018,100,4,13730,0,94127,154956,0,507,0,0,0,100,0,25049,294,2,0,0,0,0,14,0,0,0,0,0.0
100,2016-04-01,2016,4,1,196790,0,0,14814,0,102155,121338,0,283,0,0,0,221,0,23028,56,0,0,0,20,0,11,0,0,0,0,1.0
101,2016-05-01,2016,5,1,182201,0,1,14235,0,100837,120218,0,288,0,0,0,198,0,21359,70,4,0,0,28,0,0,0,0,0,0,0.0
102,2016-06-01,2016,6,1,164451,0,0,13218,0,96679,96024,0,392,0,0,0,100,0,21823,490,0,0,0,0,0,16,0,0,0,0,0.0
103,2016-07-01,2016,7,1,141524,0,0,14352,0,107184,99771,0,269,0,0,0,54,0,21209,84,0,0,0,28,0,0,0,0,0,0,0.0
104,2016-08-01,2016,8,1,116128,0,2,11092,0,105247,84526,0,400,0,0,0,121,0,17779,700,2,0,0,40,0,9,0,0,0,0,1.0
105,2016-09-01,2016,9,1,140132,0,0,11142,0,105452,83872,0,550,0,0,0,100,0,17821,56,6,0,0,48,0,14,0,0,0,0,0.0
106,2016-10-01,2016,10,1,194155,0,0,13026,0,96684,114984,0,282,0,0,0,312,0,16481,588,2,0,0,0,0,11,0,0,0,0,1.0
107,2016-11-01,2016,11,1,246883,0,0,11898,0,89724,102916,0,414,0,0,0,300,0,18696,70,2,0,0,0,0,19,0,0,0,0,1.0
108,2016-12-01,2016,12,1,270684,0,2,15117,0,88346,115354,0,476,0,0,0,112,0,17194,266,2,0,0,48,0,0,0,0,0,0,0.0
109,2017-01-01,2017,1,1,229840,28,1,14575,0,81087,112686,0,348,0,0,0,214,0,15671,84,2,0,0,0,0,16,0,0,0,0,1.0
110,2017-02-01,2017,2,1,208704,0,0,12444,0,85884,114938,0,409,0,0,0,200,0,16049,700,0,0,0,0,0,6,0,0,0,0,0.0
111,2017-03-01,2017,3,1,196374,0,0,15689,0,104066,143272,0,473,0,0,0,200,0,15914,280,0,0,0,0,0,0,0,0,0,0,0.0
112,2017-04-01,2017,4,1,152473,0,0,13135,0,88793,109254,0,396,0,0,0,200,0,15110,266,0,0,0,0,0,8,0,0,0,0,1.0
113,2017-05-01,2017,5,1,154363,0,0,14076,0,93194,109832,0,553,0,0,0,314,21,16727,476,0,0,0,0,0,18,0,0,0,0,1.0
114,2017-06-01,2017,6,1,126950,0,0,15256,0,107794,109984,0,439,0,0,0,14,0,18564,70,0,0,0,0,0,6,0,0,0,0,0.0
115,2017-07-01,2017,7,1,134160,0,1,14204,0,102212,122732,0,468,0,0,0,207,0,21351,308,2,0,0,0,0,0,0,0,0,0,0.0
116,2017-08-01,2017,8,1,125707,28,0,14391,0,107142,99074,20,336,0,0,0,114,0,16961,266,2,0,0,0,0,4,0,0,0,0,0.0
117,2017-09-01,2017,9,1,141204,0,0,13952,0,107472,95612,0,500,0,0,0,200,0,14860,70,2,0,0,20,0,4,0,0,0,0,0.0
118,2017-10-01,2017,10,1,187256,0,0,14200,0,100229,119626,0,357,0,0,0,214,0,17207,70,0,0,0,0,0,7,0,0,0,0,0.0
119,2017-11-01,2017,11,1,224178,0,0,13593,0,93902,114475,0,587,0,0,0,14,0,17446,70,2,0,0,20,0,3,0,0,0,60,0.0
130,2012-12-01,2012,12,3,299757,21,0,20020,0,78980,116479,0,0,0,0,0,170,0,25401,122,0,0,0,28,0,0,0,0,0,0,0.0
131,2013-01-01,2013,1,3,239313,28,1,17798,0,82188,97183,0,0,0,0,0,182,0,22828,168,0,0,0,152,0,4,0,0,0,0,0.0
132,2013-02-01,2013,2,3,198071,0,0,17197,0,78421,97707,0,0,0,0,0,242,0,19561,14,0,0,0,48,0,5,0,0,0,0,1.0
133,2013-03-01,2013,3,3,194438,0,1,16311,0,86943,113276,0,0,0,0,0,142,0,21663,14,0,0,0,56,0,3,0,0,0,0,0.0
134,2013-04-01,2013,4,3,177230,0,1,15693,0,86350,93674,0,0,0,0,0,288,0,20606,18,0,1,0,0,0,0,0,0,0,0,0.0
135,2013-05-01,2013,5,3,155449,400,1,16332,0,86463,83957,21,10,0,0,0,70,0,21930,56,0,0,0,0,0,0,0,0,0,0,2.0
136,2013-06-01,2013,6,3,123268,121,0,12820,0,81715,77702,0,0,0,0,0,28,0,19684,42,2,0,0,56,0,0,0,0,0,0,0.0
137,2013-07-01,2013,7,3,118333,42,2,13104,0,93992,83013,0,0,0,0,0,242,0,18335,48,0,0,0,0,0,0,0,0,0,0,0.0
138,2013-08-01,2013,8,3,97397,21,0,14845,0,90685,61781,11,0,0,0,0,412,0,20618,38,0,0,0,0,0,0,0,0,0,0,0.0
139,2013-09-01,2013,9,3,125711,142,0,14645,0,80639,64666,0,56,0,0,0,328,0,19780,0,0,0,0,0,0,0,0,0,0,0,1.0
140,2013-10-01,2013,10,3,183357,0,0,17339,0,85242,80720,0,0,0,0,0,398,0,22245,14,0,0,0,28,0,0,0,0,0,0,1.0
141,2013-11-01,2013,11,3,201301,0,0,16300,0,77204,82354,0,10,0,0,0,228,0,21374,14,0,0,0,156,1,0,0,0,0,0,0.0
142,2013-12-01,2013,12,3,262319,200,0,19699,0,78011,93861,16,0,0,0,0,28,0,20172,70,0,0,0,28,0,0,0,0,0,0,0.0
143,2014-01-01,2014,1,3,203084,100,0,19796,0,84176,79229,0,0,0,0,0,112,0,22787,42,0,0,0,0,0,0,0,0,0,0,1.0
144,2014-02-01,2014,2,3,194245,0,1,16311,0,77318,95975,0,0,0,0,0,228,0,17896,42,16,0,0,48,0,0,0,0,0,0,0.0
145,2014-03-01,2014,3,3,191587,0,2,17165,0,86231,119046,0,60,0,0,0,300,0,22293,28,0,0,0,0,0,1,0,0,0,0,0.0
146,2014-04-01,2014,4,3,180340,0,0,16877,0,85186,112905,12,0,0,0,0,312,0,21769,0,14,0,0,0,0,0,0,0,0,0,1.0
147,2014-05-01,2014,5,3,159742,0,1,17511,0,91240,95230,0,0,0,0,0,221,28,20141,42,0,0,0,148,0,0,0,0,0,0,0.0
148,2014-06-01,2014,6,3,143488,0,0,14314,0,86855,90052,0,0,0,0,0,14,0,19761,14,0,0,0,28,0,0,0,0,0,0,0.0
149,2014-07-01,2014,7,3,136199,0,0,17166,0,105752,91792,0,0,0,0,0,14,41,18232,84,0,0,0,40,0,0,0,0,0,0,1.0
150,2014-08-01,2014,8,3,101056,0,0,14965,0,85458,69842,0,0,0,0,0,284,0,19460,14,0,0,0,0,0,0,0,14,0,0,0.0
151,2014-09-01,2014,9,3,138926,21,0,15314,0,93620,71308,0,10,0,0,0,35,0,19558,62,2,0,0,20,0,0,0,0,0,0,0.0
152,2014-10-01,2014,10,3,170091,0,0,18221,0,82716,97040,0,0,0,0,0,212,0,20553,14,0,0,0,28,0,0,0,0,0,0,1.0
153,2014-11-01,2014,11,3,193066,0,0,14292,0,77176,104246,0,20,0,0,0,0,0,21521,0,0,0,0,28,0,0,0,0,0,0,0.0
154,2014-12-01,2014,12,3,289446,0,0,20345,0,83548,132858,0,0,0,0,0,54,0,20359,28,0,0,0,40,0,10,0,0,0,0,0.0
155,2015-01-01,2015,1,3,225145,28,0,17244,0,84392,102868,0,0,0,0,1,126,0,21223,42,0,0,0,0,0,0,0,0,0,0,0.0
156,2015-02-01,2015,2,3,203131,0,0,17257,0,76363,113950,0,22,0,0,0,24,0,18385,42,0,0,0,0,0,0,0,0,0,0,0.0
157,2015-03-01,2015,3,3,196345,20,0,19424,0,80649,134148,0,8,0,0,0,514,0,19466,56,14,0,0,28,0,0,0,0,0,0,1.0
158,2015-04-01,2015,4,3,163018,0,0,19543,0,80461,97468,30,0,0,0,0,684,21,19908,14,0,0,0,0,0,0,0,0,0,0,0.0
159,2015-05-01,2015,5,3,137645,0,0,17273,0,77331,92421,8,0,0,0,0,0,0,19767,0,0,0,0,0,0,0,0,0,0,0,0.0
160,2015-06-01,2015,6,3,122135,0,0,14632,0,88115,89820,0,0,0,0,1,100,0,19754,14,0,0,0,28,0,0,0,0,0,0,0.0
161,2015-07-01,2015,7,3,117073,0,0,16545,0,93370,89468,0,28,0,0,0,284,0,18219,28,56,0,0,96,0,0,0,0,0,0,0.0
162,2015-08-01,2015,8,3,88225,0,0,11251,0,85929,68790,15,0,0,0,0,0,0,16353,14,0,0,0,56,0,0,0,0,0,15,0.0
163,2015-09-01,2015,9,3,121646,0,0,12216,0,84623,72716,0,44,0,0,0,600,0,17378,42,0,0,0,40,0,0,0,0,0,0,0.0
164,2015-10-01,2015,10,3,151683,0,0,14737,0,83998,82024,0,0,0,0,0,105,0,19197,14,2,0,0,0,0,0,0,0,0,0,0.0
165,2015-11-01,2015,11,3,171250,21,0,13708,0,75656,83024,0,52,0,0,1,100,0,18165,0,0,0,0,0,0,0,0,0,0,0,1.0
166,2015-12-01,2015,12,3,239820,15,0,17405,0,76884,98098,0,10,0,0,1,84,0,19194,20,0,0,0,40,0,0,0,0,0,0,0.0
167,2016-01-01,2016,1,3,203145,0,2,14765,0,82080,105107,0,30,0,0,1,0,0,20288,34,0,0,0,21,0,0,0,0,0,0,0.0
168,2016-02-01,2016,2,3,208833,0,0,15015,0,82198,110710,0,40,0,0,0,21,0,18982,42,0,0,0,0,0,0,0,0,0,0,0.0
169,2016-03-01,2016,3,3,207843,0,0,12331,0,86523,135121,0,51,0,0,0,105,0,17651,14,2,0,0,0,0,0,0,0,0,0,1.0
170,2016-04-01,2016,4,3,147105,0,0,11312,0,88954,109521,0,91,0,0,1,10,0,18381,0,0,0,0,0,0,0,0,0,0,0,0.0
171,2016-05-01,2016,5,3,151050,28,2,12928,0,81179,107711,0,93,0,0,1,14,0,18054,102,0,0,0,0,0,0,0,0,0,0,0.0
172,2016-06-01,2016,6,3,137834,15,0,14694,0,88673,90603,0,155,0,0,0,105,0,14790,0,0,0,0,0,0,0,0,0,0,0,0.0
173,2016-07-01,2016,7,3,126451,0,0,13037,0,91327,92201,0,212,0,0,0,121,0,16989,0,2,0,0,0,0,0,0,0,0,0,0.0
174,2016-08-01,2016,8,3,94724,0,0,10618,0,89800,74444,0,72,0,0,0,100,0,19533,0,14,0,0,0,0,0,0,0,0,0,0.0
175,2016-09-01,2016,9,3,105910,0,0,13017,0,91824,63006,0,275,0,0,0,84,0,16175,28,0,0,0,0,0,0,0,0,0,0,1.0
176,2016-10-01,2016,10,3,159056,21,0,14268,0,78333,76667,0,293,0,0,0,21,0,17987,0,56,0,0,0,0,0,0,0,0,0,0.0
177,2016-11-01,2016,11,3,197467,0,1,12689,0,80798,84674,0,190,0,0,0,184,0,15653,0,0,0,0,0,0,0,0,0,0,0,0.0
178,2016-12-01,2016,12,3,226658,42,1,13198,0,80332,100119,0,226,0,0,0,0,0,17706,56,65,0,0,0,0,0,0,4,0,0,0.0
179,2017-01-01,2017,1,3,195705,0,0,13893,0,81383,97377,0,117,0,0,0,129,21,18237,42,0,0,0,0,0,1,0,0,0,0,2.0
180,2017-02-01,2017,2,3,156128,0,0,13150,0,79900,103964,0,243,0,0,0,277,0,14726,42,0,0,0,0,0,0,0,0,0,0,0.0
181,2017-03-01,2017,3,3,150640,0,0,16149,0,89890,121612,0,280,0,0,0,221,0,15874,14,0,0,0,0,0,0,0,0,0,0,1.0
182,2017-04-01,2017,4,3,129312,0,0,14047,0,75779,96176,0,478,0,0,0,256,0,14787,28,0,0,0,0,0,0,0,0,0,0,0.0
183,2017-05-01,2017,5,3,119676,0,0,14999,0,82055,95201,0,242,0,0,0,221,0,15861,0,2,0,0,0,0,0,0,0,0,0,1.0
184,2017-06-01,2017,6,3,103772,0,0,13516,0,90787,85460,0,297,0,0,0,177,0,16641,60,14,0,0,0,0,0,0,0,0,0,1.0
185,2017-07-01,2017,7,3,105425,0,1,15228,0,85175,97225,21,255,0,0,0,242,0,14806,14,0,0,0,20,0,0,0,0,0,0,0.0
186,2017-08-01,2017,8,3,98729,0,0,12491,0,84869,73506,0,240,0,0,0,56,14,13449,0,0,0,0,0,0,0,0,0,0,30,0.0
187,2017-09-01,2017,9,3,101007,0,2,15082,0,79351,73545,0,191,0,0,0,42,0,15514,238,0,0,0,120,0,0,0,0,0,30,0.0
