,date,year,month,ccg_id,amoxicillin,ampicillin,benzylpenicillin-sodium,co-amoxiclav,flucloxacillin-magnesium,flucloxacillin-sodium,phenoxymethylpenicillin,piperacillin-tazobactam,pivmecillinam,temocillin,ticarcillin-clabulanic-acid,aztreonam,cefaclor,cefadroxil,cefalexin,ceferoxime-axetil,cefixime,cefotaxime-sodium,cefpodoxime,cefradine,ceftazidime,ceftriaxone-sodium,cefuroxime-sodium,ertapenem,imipenem-cilastatin,meropenem,mrsa_count
1452,2013-06-01,2013,6,26,88389,0,3,20737,0,51702,60182,0,1294,0,0,0,620,0,18552,0,7,0,0,3426,0,0,0,0,0,0,1.0
1453,2013-07-01,2013,7,26,90813,0,0,22868,0,67128,66768,0,1708,0,0,0,762,0,19140,154,0,0,0,3490,0,0,0,0,0,0,0.0
1454,2013-08-01,2013,8,26,65076,0,0,19673,0,57967,46927,0,1445,0,0,0,930,120,17973,224,100,0,0,3757,0,0,0,0,0,0,0.0
1455,2013-09-01,2013,9,26,100504,0,0,22008,0,56833,44572,0,1935,0,0,0,998,0,18538,112,107,0,0,3443,0,0,0,0,0,0,1.0
1456,2013-10-01,2013,10,26,127697,0,0,23223,0,51531,50964,0,1544,0,0,0,1028,0,19945,0,107,0,0,3931,0,0,0,0,0,0,0.0
1457,2013-11-01,2013,11,26,139875,0,0,23642,0,48909,52178,0,1728,0,0,0,952,0,21741,126,100,0,0,3534,0,0,0,0,0,20,0.0
1458,2013-12-01,2013,12,26,187527,0,0,23351,0,48967,70318,0,1495,0,0,0,2258,20,21340,14,0,0,0,4467,0,0,0,0,0,0,0.0
1459,2014-01-01,2014,1,26,152126,56,0,24792,0,49848,59466,0,1687,0,0,0,1084,0,19981,136,2,0,0,3361,0,0,0,0,0,0,0.0
1460,2014-02-01,2014,2,26,147340,528,0,24279,0,46744,62012,0,1912,0,0,0,631,0,19082,0,16,0,0,3041,0,0,0,0,0,0,0.0
1461,2014-03-01,2014,3,26,148468,76,0,28776,0,52304,75386,0,2300,0,0,0,1914,0,18583,126,0,0,0,3379,0,0,0,0,0,0,0.0
1462,2014-04-01,2014,4,26,119214,0,1,21316,0,46915,69836,0,1647,0,0,0,1296,0,19222,266,100,0,0,3210,0,0,0,0,0,0,0.0
1463,2014-05-01,2014,5,26,116726,20,1,21875,0,54183,69686,0,2335,0,0,0,491,0,18558,28,0,0,0,2726,0,0,0,0,0,0,0.0
1464,2014-06-01,2014,6,26,91212,0,0,23069,0,60134,64210,0,2118,0,0,0,728,21,20449,112,156,0,0,3302,0,0,0,0,0,0,0.0
1465,2014-07-01,2014,7,26,85501,48,0,19000,0,67372,70170,0,2107,0,0,0,638,0,19183,14,7,0,0,3724,0,0,0,0,0,0,0.0
1466,2014-08-01,2014,8,26,63048,20,0,17980,0,54441,51280,0,1489,0,0,0,298,0,21765,182,0,0,0,2664,0,0,0,0,0,0,0.0
1467,2014-09-01,2014,9,26,93040,0,0,19682,0,58946,48740,0,2097,0,0,0,312,0,19054,42,0,0,0,2706,0,0,0,0,0,0,0.0
1468,2014-10-01,2014,10,26,127192,56,1,19229,0,52352,54616,0,2277,0,0,0,1059,0,18567,126,0,0,0,3350,0,0,0,0,0,0,0.0
1469,2014-11-01,2014,11,26,139501,0,0,21261,0,47873,49984,0,2537,0,0,0,954,0,17357,112,100,0,0,2920,0,0,0,0,0,0,0.0
1470,2014-12-01,2014,12,26,241153,43,0,28187,0,49208,68267,0,2490,0,0,0,961,0,20461,84,0,0,0,3174,0,0,0,0,0,0,1.0
1471,2015-01-01,2015,1,26,174635,15,0,23089,0,47845,70392,0,2166,0,0,0,1604,0,17948,70,107,0,0,3245,0,0,0,0,0,0,0.0
1472,2015-02-01,2015,2,26,150063,0,0,20279,0,43260,72276,0,2097,0,0,0,549,0,14221,112,0,0,0,2339,0,0,0,0,0,0,0.0
1473,2015-03-01,2015,3,26,164756,0,0,22645,0,51256,89818,0,2735,0,0,0,606,0,19015,112,14,0,0,2658,0,0,0,0,0,0,0.0
1474,2015-04-01,2015,4,26,121828,0,1,21607,0,55104,77540,0,2201,0,0,0,519,0,16301,84,7,0,0,3578,0,0,0,0,0,0,0.0
1475,2015-05-01,2015,5,26,109215,0,0,12457,0,48950,71854,0,3078,0,0,0,528,0,16484,0,7,0,0,2558,0,0,0,0,0,0,0.0
1476,2015-06-01,2015,6,26,86509,0,2,14970,0,59571,66342,0,2505,0,0,0,370,0,15169,62,0,0,0,3037,0,0,0,0,0,0,0.0
1477,2015-07-01,2015,7,26,80109,0,0,14074,0,61292,58498,0,3096,0,0,0,177,0,15169,126,0,0,0,2810,0,0,0,0,0,0,0.0
1478,2015-08-01,2015,8,26,57730,0,0,11216,0,51158,54080,0,2689,0,0,0,450,21,12087,56,0,0,0,2414,0,0,0,0,0,0,0.0
1479,2015-09-01,2015,9,26,87261,0,0,12319,0,53506,51422,0,2788,0,0,0,342,0,13745,56,0,0,0,2353,0,0,0,0,0,0,0.0
1480,2015-10-01,2015,10,26,112169,0,0,11816,0,54988,57014,0,3404,0,0,0,670,0,12983,70,30,0,0,3039,0,0,0,0,0,0,2.0
1481,2015-11-01,2015,11,26,111757,0,0,12749,0,57516,54816,0,2739,0,0,0,793,0,13756,196,0,0,0,2392,0,0,0,0,0,0,1.0
1482,2015-12-01,2015,12,26,172682,0,0,12710,0,51386,77940,0,3136,0,0,0,277,0,14155,56,0,0,0,2436,0,0,0,0,0,0,0.0
1483,2016-01-01,2016,1,26,145058,0,0,13054,0,50050,67636,0,3612,0,0,0,745,0,12543,56,0,0,0,2859,0,0,0,0,0,0,1.0
1484,2016-02-01,2016,2,26,153027,0,0,11929,0,50548,77766,0,3304,0,0,0,149,0,14617,112,0,0,0,2068,0,0,0,0,0,0,0.0
1485,2016-03-01,2016,3,26,188902,0,0,15329,0,54695,114098,0,3488,0,0,0,749,0,13587,126,0,0,0,1849,0,0,0,0,0,0,0.0
1486,2016-04-01,2016,4,26,113248,0,0,12774,0,47342,70342,0,3227,0,0,0,135,0,13729,98,0,0,0,2444,0,0,0,14,0,0,0.0
1487,2016-05-01,2016,5,26,103806,0,0,11250,0,52528,68396,0,3245,0,0,0,84,0,15923,84,14,0,0,2320,0,0,0,0,0,0,0.0
1488,2016-06-01,2016,6,26,77476,0,0,11493,0,61371,61898,0,3102,0,0,0,214,0,13567,56,0,0,0,2393,0,0,0,0,0,0,0.0
1489,2016-07-01,2016,7,26,90379,0,0,12852,0,57875,57536,0,3346,0,0,0,214,0,15268,210,0,0,0,2628,0,0,0,0,0,0,0.0
1490,2016-08-01,2016,8,26,64891,0,0,12656,0,56729,51226,0,3635,0,0,0,377,0,13563,56,0,0,0,2392,0,0,0,0,0,0,0.0
1491,2016-09-01,2016,9,26,77647,0,0,11684,0,55179,41092,0,4126,0,0,0,442,0,13208,112,0,0,0,2206,0,0,0,0,0,0,0.0
1492,2016-10-01,2016,10,26,119079,0,0,15099,0,51957,47704,0,3371,0,0,0,391,0,14619,56,0,0,0,2528,0,0,0,0,0,0,0.0
1493,2016-11-01,2016,11,26,159070,0,0,10704,0,48812,60046,0,3289,0,0,0,235,0,15518,56,0,0,0,2354,0,0,0,0,0,0,0.0
1494,2016-12-01,2016,12,26,169136,0,0,13137,0,43706,62468,0,3562,0,0,0,252,0,15723,56,0,0,0,1842,0,0,0,0,0,0,1.0
1495,2017-01-01,2017,1,26,141993,0,0,16887,0,48583,60028,0,4170,0,0,0,28,0,15443,56,0,0,0,2201,0,0,0,0,0,0,0.0
1496,2017-02-01,2017,2,26,120955,0,0,9608,0,44526,63020,0,4012,0,0,0,419,0,13584,112,0,0,0,1776,0,0,0,0,0,0,0.0
1497,2017-03-01,2017,3,26,111968,0,0,15228,0,52609,73188,0,4466,0,0,0,66,0,14719,56,0,0,0,2142,0,0,0,0,0,0,1.0
1498,2017-04-01,2017,4,26,93050,0,0,13139,0,49843,62614,0,4365,0,0,0,56,0,14321,56,0,0,0,1876,0,0,0,0,0,0,0.0
1499,2017-05-01,2017,5,26,105633,0,0,14232,0,54018,66736,0,3991,0,0,0,159,0,16716,56,0,0,0,2170,0,0,0,0,0,0,1.0
1500,2017-06-01,2017,6,26,72054,0,0,11049,0,59158,59658,0,4129,0,0,0,212,0,14653,322,0,0,0,2076,0,0,0,0,0,0,1.0
1501,2017-07-01,2017,7,26,79896,0,0,11760,0,57647,63680,0,3861,0,0,0,80,56,12260,112,0,0,0,3152,0,0,0,0,0,0,0.0
1502,2017-08-01,2017,8,26,65970,0,0,11642,0,56010,51680,0,4706,0,0,0,28,28,11945,70,0,0,0,1676,0,0,0,0,0,0,0.0
1503,2017-09-01,2017,9,26,91707,0,3,11297,0,48371,49897,0,4868,0,0,0,184,112,13552,56,0,0,0,2062,0,0,0,0,0,0,0.0
1504,2017-10-01,2017,10,26,125043,0,1,12265,0,50513,59660,0,4317,0,0,0,571,112,12538,170,0,0,0,2018,0,0,0,0,0,0,0.0
1505,2017-11-01,2017,11,26,144217,0,0,11449,0,44884,60450,0,4546,0,0,0,412,56,12614,56,0,0,0,1696,0,0,0,0,0,0,0.0
1506,2012-12-01,2012,12,27,205468,0,2,10240,0,32145,57352,15,30,0,0,0,2610,21,20180,0,0,0,0,916,0,0,0,0,0,40,1.0
1507,2013-01-01,2013,1,27,189564,0,0,9931,0,33937,80294,15,10,0,0,0,1845,36,20219,0,0,0,0,1904,0,0,0,0,0,0,0.0
1508,2013-02-01,2013,2,27,179714,0,0,9903,0,33092,60470,6,50,0,0,0,2587,0,19404,98,0,0,0,1272,0,0,0,0,0,0,0.0
1509,2013-03-01,2013,3,27,149331,0,0,9147,0,32468,60048,34,38,0,0,0,2870,0,18567,28,0,0,0,1256,0,0,0,0,0,0,1.0
1510,2013-04-01,2013,4,27,125631,0,62,8383,0,33738,50838,15,70,0,0,0,2761,65,17193,70,0,0,0,1516,0,0,0,0,0,0,0.0
1511,2013-05-01,2013,5,27,121098,0,0,6907,0,36955,52900,18,155,0,0,0,1303,0,19754,0,0,0,0,1656,0,0,0,0,0,0,1.0
1512,2013-06-01,2013,6,27,91417,0,0,5976,0,36415,43872,6,63,0,0,0,2557,0,15482,14,0,0,0,752,0,0,0,0,0,0,0.0
1513,2013-07-01,2013,7,27,94186,0,0,5797,0,45580,51332,15,167,0,0,0,1614,0,15754,0,0,0,0,1893,0,0,0,0,0,20,0.0
1514,2013-08-01,2013,8,27,74845,0,0,7412,0,42667,40340,0,32,0,0,0,2750,0,12326,112,2,0,0,1532,0,0,0,0,0,0,0.0
1515,2013-09-01,2013,9,27,105348,0,0,5599,0,41232,40225,0,0,0,0,0,1726,0,16065,42,7,0,0,1128,0,0,0,0,0,0,0.0
1516,2013-10-01,2013,10,27,131750,0,0,6493,0,40649,46620,10,32,0,0,0,2362,0,17321,28,7,0,0,1456,18,0,0,0,0,0,1.0
1517,2013-11-01,2013,11,27,145097,0,0,5137,0,36636,48730,0,20,0,0,0,2505,0,16045,28,0,0,0,1292,0,0,0,0,0,0,0.0
1518,2013-12-01,2013,12,27,171289,0,0,5640,0,33597,56606,0,171,0,0,0,2952,0,17024,28,0,0,0,1764,0,0,0,0,0,0,0.0
1519,2014-01-01,2014,1,27,137473,0,0,6789,0,36612,58482,0,114,0,0,0,2308,0,18659,14,0,0,0,1329,0,0,0,0,0,0,0.0
1520,2014-02-01,2014,2,27,134152,0,0,3802,0,40751,60794,0,181,0,0,0,1731,10,17034,14,0,0,0,1292,0,0,0,0,0,0,0.0
1521,2014-03-01,2014,3,27,144364,20,0,7317,200,43759,72480,0,85,0,0,0,1142,0,16421,70,0,0,0,1532,0,0,0,0,0,0,0.0
1522,2014-04-01,2014,4,27,114515,0,0,7506,0,37614,52604,0,89,0,0,0,2082,10,16125,0,0,0,0,1584,0,0,0,0,0,0,0.0
1523,2014-05-01,2014,5,27,106553,300,0,8716,200,36161,57400,0,180,0,0,0,1645,0,17731,56,0,0,0,1248,0,0,0,0,0,0,1.0
1524,2014-06-01,2014,6,27,93063,0,0,7277,0,43868,47596,0,170,0,0,0,1583,0,15719,14,0,0,0,1188,0,0,0,0,0,0,0.0
1525,2014-07-01,2014,7,27,85304,0,0,6088,0,44181,54408,0,170,0,0,0,948,0,18292,38,0,0,0,2017,0,0,0,0,0,0,1.0
1526,2014-08-01,2014,8,27,69792,0,0,5197,0,37142,34424,0,154,0,0,0,1589,0,16088,52,0,0,0,1085,0,0,0,0,0,0,0.0
1527,2014-09-01,2014,9,27,92237,0,0,6147,0,43492,39298,0,80,0,0,0,533,0,20088,28,0,0,0,1232,0,0,0,0,0,0,0.0
1528,2014-10-01,2014,10,27,117769,0,0,6134,0,43185,49960,0,170,0,0,0,1256,0,19577,0,0,0,0,1264,0,0,0,0,0,0,0.0
1529,2014-11-01,2014,11,27,127009,0,0,5904,0,35856,49178,0,94,0,0,0,914,0,15882,35,0,0,0,852,0,0,0,0,0,0,0.0
1530,2014-12-01,2014,12,27,227763,49,0,6323,0,34623,61396,0,68,0,0,0,2188,0,17962,154,0,0,0,1674,0,0,0,0,0,0,0.0
1531,2015-01-01,2015,1,27,173873,0,0,9658,0,38973,55702,0,92,0,0,0,1610,0,15935,14,0,0,0,1348,0,0,0,0,0,0,0.0
1532,2015-02-01,2015,2,27,142886,0,0,7988,0,33348,58750,0,72,0,0,0,1097,0,12643,0,0,0,0,1744,0,0,0,0,0,0,0.0
1533,2015-03-01,2015,3,27,147384,0,0,8938,0,43043,68754,0,22,0,0,0,1953,0,15858,14,0,0,0,1456,0,0,0,0,0,0,0.0
1534,2015-04-01,2015,4,27,117132,28,0,9944,0,42379,51600,0,133,0,0,0,1735,0,15747,0,0,0,0,1112,0,0,0,0,0,0,0.0
1535,2015-05-01,2015,5,27,103484,28,0,8022,0,35108,48486,0,111,0,0,0,775,0,17053,14,0,0,0,1996,0,0,0,0,0,0,0.0
1536,2015-06-01,2015,6,27,93077,0,0,7800,0,42400,57750,0,50,0,0,0,2182,0,16238,0,0,0,0,1376,0,0,0,0,0,0,0.0
1537,2015-07-01,2015,7,27,88117,0,0,8030,0,50080,59948,0,269,0,0,0,1242,0,16995,14,0,0,0,1608,0,0,0,0,0,0,0.0
1538,2015-08-01,2015,8,27,73918,0,0,5810,0,35989,38504,9,245,0,0,0,1998,0,15034,0,0,0,0,1264,0,0,0,0,0,0,0.0
1539,2015-09-01,2015,9,27,98063,0,0,6339,0,43589,44588,0,194,0,0,0,356,0,17028,28,0,0,0,1672,0,0,0,0,0,0,1.0
1540,2015-10-01,2015,10,27,128867,0,4,5137,0,38873,50296,0,62,0,0,0,1646,0,15166,14,2,0,0,872,0,0,0,0,0,0,0.0
1541,2015-11-01,2015,11,27,140711,0,0,6363,0,40544,60464,0,196,0,0,0,2032,0,14850,53,0,0,0,1148,15,0,0,14,0,0,1.0
1542,2015-12-01,2015,12,27,166209,0,0,6629,100,36477,67358,0,164,0,0,0,1866,0,16161,14,0,0,0,1472,0,0,0,14,0,0,1.0
1543,2016-01-01,2016,1,27,157592,200,0,7677,0,37155,66848,0,160,0,0,0,1784,0,14525,0,0,0,0,1540,0,0,0,0,0,0,0.0
1544,2016-02-01,2016,2,27,158724,0,0,7630,0,36913,71696,0,261,0,0,0,844,0,16083,56,0,0,0,1352,0,0,0,0,0,0,0.0
1545,2016-03-01,2016,3,27,165099,0,0,6707,0,40057,79959,0,128,0,0,0,1699,0,14428,42,0,0,0,1600,2,0,0,0,0,0,0.0
1546,2016-04-01,2016,4,27,108258,0,4,7545,0,38236,64302,0,222,0,0,0,1300,0,13059,0,0,0,0,1580,0,0,0,0,0,0,0.0
1547,2016-05-01,2016,5,27,114839,112,0,6950,0,48286,62132,0,181,0,0,0,1263,0,11951,0,0,0,0,964,0,0,0,0,0,0,0.0
1548,2016-06-01,2016,6,27,90886,0,0,6364,0,43623,52268,0,264,0,0,0,1442,0,11936,0,0,0,0,1620,0,0,0,0,0,0,0.0
1549,2016-07-01,2016,7,27,101198,28,0,5072,0,47475,53482,0,270,0,0,0,800,0,14726,0,0,0,0,1876,0,0,0,0,0,0,0.0
1550,2016-08-01,2016,8,27,76757,0,0,6153,0,43479,42508,0,200,0,0,0,1322,0,16268,0,0,0,0,1324,0,0,0,0,0,0,0.0
1551,2016-09-01,2016,9,27,100602,0,0,6617,0,51292,44186,0,160,0,0,0,880,0,14940,28,0,0,0,1708,0,0,0,0,0,0,1.0
1552,2016-10-01,2016,10,27,132494,0,0,6487,0,39188,47288,0,243,0,0,0,1756,0,15846,0,0,0,0,1476,0,0,0,0,0,0,0.0
1553,2016-11-01,2016,11,27,164559,0,0,6322,0,41215,54808,0,199,0,0,0,1518,0,15764,14,0,0,0,1820,0,0,0,0,0,0,0.0
1554,2016-12-01,2016,12,27,181729,28,0,7833,0,37390,63386,0,215,0,0,0,2209,0,17902,14,0,0,0,1781,0,0,0,0,0,0,0.0
1555,2017-01-01,2017,1,27,148848,0,0,7058,0,41147,67204,0,134,0,0,0,815,0,17212,0,0,0,0,1328,0,0,0,0,0,0,2.0
1556,2017-02-01,2017,2,27,121109,21,0,6648,0,38334,72381,0,271,0,0,0,1569,0,17302,0,0,0,0,1780,0,0,0,0,0,0,0.0
1557,2017-03-01,2017,3,27,130459,28,0,7008,0,46170,79254,0,235,0,0,0,1172,0,16684,0,0,0,0,1324,0,0,0,0,0,0,0.0
1558,2017-04-01,2017,4,27,102099,0,0,6479,0,36855,64936,0,255,0,0,0,2049,0,13806,14,0,0,0,1764,0,0,0,0,0,0,0.0
1559,2017-05-01,2017,5,27,104466,0,0,6344,0,44664,70200,0,262,0,0,0,800,0,14672,0,0,0,0,1932,0,0,0,0,0,0,0.0
1560,2017-06-01,2017,6,27,83233,0,0,6685,0,48124,69288,0,391,0,0,0,1428,0,15908,0,0,0,0,1472,0,0,0,0,0,0,1.0
1561,2017-07-01,2017,7,27,86561,0,2,5601,0,46047,73010,0,257,0,0,0,1273,0,16337,0,0,0,0,924,0,1,0,0,0,0,0.0
1562,2017-08-01,2017,8,27,80532,0,0,7496,0,45698,57226,0,439,0,0,0,1307,0,17292,56,0,0,0,1768,0,0,0,0,0,0,0.0
1563,2017-09-01,2017,9,27,98154,0,0,6600,0,45488,50772,0,263,0,0,0,1724,0,15808,0,4,0,0,1928,0,1,0,0,0,0,0.0
1564,2017-10-01,2017,10,27,146216,0,0,7301,0,40351,65796,0,351,0,0,0,1121,0,18059,0,0,0,0,1744,0,0,0,0,0,0,0.0
1565,2017-11-01,2017,11,27,149265,0,0,8100,0,41190,68690,0,184,0,0,0,1714,0,16207,0,0,0,0,1536,0,0,0,0,0,0,0.0
1566,2012-12-01,2012,12,28,150079,14,0,11454,0,32067,56030,0,0,0,0,0,562,0,18392,0,7,0,0,804,0,0,0,0,0,0,0.0
1567,2013-01-01,2013,1,28,133614,0,10,12205,0,30215,51821,0,40,0,0,0,738,56,20853,14,7,0,0,1740,0,0,0,0,0,0,0.0
1568,2013-02-01,2013,2,28,111711,84,0,10167,0,30609,51446,0,39,0,0,0,771,56,16774,21,0,0,0,512,0,0,0,0,0,0,0.0
1569,2013-03-01,2013,3,28,115303,0,4,11836,0,33916,47115,0,0,0,0,0,678,0,17871,0,0,0,0,1302,0,0,0,0,0,0,0.0
1570,2013-04-01,2013,4,28,94314,0,0,13172,0,29293,37668,0,0,0,0,0,587,20,20257,0,14,0,0,1178,0,0,0,0,0,0,0.0
1571,2013-05-01,2013,5,28,78015,0,0,8979,0,31208,40038,0,30,0,0,0,683,0,17074,0,0,0,0,856,0,0,0,0,0,0,0.0
1572,2013-06-01,2013,6,28,57091,0,0,8677,0,30625,30750,0,26,0,0,0,455,0,15068,28,7,0,0,836,0,0,0,0,0,0,0.0
1573,2013-07-01,2013,7,28,62131,0,0,8263,0,38562,42035,0,92,0,0,0,773,0,14420,14,0,0,0,1624,0,0,0,0,0,0,0.0
1574,2013-08-01,2013,8,28,52696,0,0,7642,0,47781,32222,0,132,0,0,0,484,0,14664,0,0,0,0,1248,0,0,0,0,0,0,0.0
1575,2013-09-01,2013,9,28,68759,0,0,9162,0,43797,37219,0,70,0,0,0,382,0,14923,0,0,0,0,784,0,0,0,0,0,0,0.0
1576,2013-10-01,2013,10,28,99241,0,0,7703,0,36806,38224,0,40,0,0,0,277,0,15806,14,0,0,0,1108,0,0,0,0,0,0,0.0
1577,2013-11-01,2013,11,28,93250,0,0,7130,0,33732,41496,0,40,0,0,0,447,0,15187,0,0,0,0,1022,0,0,0,0,0,0,0.0
1578,2013-12-01,2013,12,28,145504,0,0,9310,0,33197,43436,0,118,0,0,0,626,0,19069,28,0,0,0,1464,0,0,0,0,0,0,0.0
1579,2014-01-01,2014,1,28,113602,28,4,8496,0,40101,42556,0,100,0,0,0,209,0,18765,14,0,0,0,1324,0,0,0,0,0,0,0.0
1580,2014-02-01,2014,2,28,103173,40,0,7078,0,30986,49194,0,30,0,0,0,758,0,16429,0,0,0,0,512,0,0,0,0,0,0,0.0
1581,2014-03-01,2014,3,28,101396,14,0,5887,0,40272,51312,0,60,0,0,0,415,21,14505,0,100,0,0,876,0,0,0,0,0,0,0.0
1582,2014-04-01,2014,4,28,92252,0,0,7321,0,34154,42906,0,10,0,0,0,391,0,14845,28,0,0,0,904,0,0,0,0,0,0,0.0
1583,2014-05-01,2014,5,28,84903,0,0,7324,0,35488,39702,0,118,0,0,0,981,0,14440,0,0,0,0,1088,0,0,0,0,0,0,0.0
1584,2014-06-01,2014,6,28,71943,0,0,5368,0,39268,42546,0,31,0,0,0,532,0,13214,0,0,0,0,1240,0,0,0,0,0,0,0.0
1585,2014-07-01,2014,7,28,73833,41,0,6782,0,44164,44986,0,88,0,0,0,1077,0,13147,42,0,0,0,1620,0,0,0,0,0,0,2.0
1586,2014-08-01,2014,8,28,56966,0,0,7302,0,33432,33208,0,31,0,0,0,468,0,13188,14,0,0,0,784,0,0,0,0,0,0,0.0
1587,2014-09-01,2014,9,28,77187,0,0,8234,0,44997,34130,0,63,0,0,0,0,0,12842,0,0,0,0,1316,0,0,0,0,0,0,0.0
1588,2014-10-01,2014,10,28,100419,0,0,7742,0,36840,35962,0,0,0,0,0,803,0,13225,0,0,0,0,868,0,0,0,0,0,0,0.0
1589,2014-11-01,2014,11,28,102607,28,0,8744,0,34599,37312,0,82,0,0,0,710,0,12632,0,0,0,0,764,0,0,0,0,0,0,0.0
1590,2014-12-01,2014,12,28,204125,0,0,8762,0,35080,51106,0,318,0,0,0,624,0,12392,0,0,0,0,1760,0,0,0,0,0,0,0.0
1591,2015-01-01,2015,1,28,156520,28,0,7723,0,34852,50558,0,140,0,0,0,596,0,11948,28,0,0,0,1416,0,2,0,0,0,0,0.0
1592,2015-02-01,2015,2,28,119606,28,0,6592,0,36464,48272,0,236,0,0,0,556,0,11274,38,0,0,0,680,0,0,0,0,0,0,0.0
1593,2015-03-01,2015,3,28,134140,0,0,8157,0,38058,63730,0,256,0,0,0,680,0,12779,0,0,0,0,952,0,0,0,0,0,0,0.0
1594,2015-04-01,2015,4,28,92978,0,0,8037,0,37136,52919,0,275,0,0,0,792,0,12284,0,15,0,0,1100,0,0,0,0,0,0,0.0
1595,2015-05-01,2015,5,28,84713,0,0,7877,0,34100,46476,0,202,0,0,0,859,0,11445,0,0,0,0,672,0,0,0,0,0,0,0.0
1596,2015-06-01,2015,6,28,84823,70,0,8349,0,43687,44808,0,333,0,0,0,494,0,11679,0,0,0,0,1262,0,0,0,0,0,0,0.0
1597,2015-07-01,2015,7,28,72111,0,0,8349,0,42400,40944,0,377,0,0,0,936,0,11268,0,0,0,0,1212,0,0,0,0,0,0,0.0
1598,2015-08-01,2015,8,28,59244,28,2,6094,0,36970,33830,0,163,0,0,0,526,0,9668,14,0,0,0,904,0,16,0,0,0,0,0.0
1599,2015-09-01,2015,9,28,71024,14,0,6778,0,39048,35118,0,192,0,0,0,680,0,10527,0,0,0,0,1436,0,8,0,0,0,0,0.0
1600,2015-10-01,2015,10,28,96814,0,2,5586,0,35848,42806,0,163,0,0,0,424,0,9675,0,0,0,0,1340,0,0,0,0,0,0,0.0
1601,2015-11-01,2015,11,28,115685,0,0,3878,0,30692,40416,0,58,0,0,0,424,0,11512,0,2,0,0,1865,0,0,0,5,0,0,0.0
1602,2015-12-01,2015,12,28,128311,84,0,5579,0,33052,48568,0,246,0,0,0,400,0,11853,28,0,0,0,1456,0,0,0,5,0,0,0.0
1603,2016-01-01,2016,1,28,129639,56,4,5491,0,35236,45460,0,141,0,0,0,589,0,10224,0,0,0,0,1352,0,0,0,0,0,0,0.0
1604,2016-02-01,2016,2,28,125449,0,0,7847,0,31304,46891,0,267,0,0,0,806,0,10336,0,2,0,0,1296,0,0,0,0,0,0,1.0
1605,2016-03-01,2016,3,28,146674,0,2,6294,0,31856,57548,0,162,0,0,0,456,0,9740,0,0,0,0,1464,0,0,0,0,0,0,0.0
1606,2016-04-01,2016,4,28,93264,0,0,6067,0,35765,46938,0,210,0,0,0,851,0,11006,0,0,0,0,1240,0,0,0,0,0,0,0.0
1607,2016-05-01,2016,5,28,73847,0,0,6039,0,34467,37664,0,225,0,0,0,410,0,9208,0,0,0,0,1508,0,0,0,0,0,0,0.0
1608,2016-06-01,2016,6,28,67290,0,0,7349,0,41033,37852,0,219,0,0,0,666,0,9469,14,0,0,0,1240,0,0,0,0,0,0,0.0
1609,2016-07-01,2016,7,28,67991,0,0,5176,0,37544,37326,0,203,0,0,0,1052,15,8419,0,0,0,0,960,0,0,0,0,0,0,0.0
1610,2016-08-01,2016,8,28,57471,0,0,3495,0,39023,27268,0,342,0,0,0,356,0,9955,0,0,0,0,1464,0,2,0,0,0,0,1.0
1611,2016-09-01,2016,9,28,65481,0,2,5589,0,47599,32178,0,234,0,0,0,435,0,8882,0,0,0,0,1508,0,0,0,0,0,0,0.0
1612,2016-10-01,2016,10,28,96572,0,0,4904,0,32224,33956,0,378,0,0,0,228,0,10669,28,0,0,0,1464,0,0,0,0,0,0,0.0
1613,2016-11-01,2016,11,28,114552,0,0,5780,0,35280,38498,0,158,0,0,0,768,0,11473,0,0,0,0,1800,0,0,0,0,0,0,0.0
1614,2016-12-01,2016,12,28,132820,28,0,7486,0,32562,46690,0,162,0,0,0,332,0,12098,0,0,0,0,1116,0,0,0,0,0,0,0.0
1615,2017-01-01,2017,1,28,112404,0,0,5397,0,34943,49566,0,253,0,0,0,343,0,11854,0,0,0,0,960,0,0,0,0,0,0,2.0
1616,2017-02-01,2017,2,28,90947,0,0,6270,0,31029,44908,0,256,0,0,0,335,0,9878,40,0,0,0,1072,0,0,0,0,0,0,0.0
1617,2017-03-01,2017,3,28,107905,0,0,6750,0,39234,53966,0,511,0,0,0,519,0,13450,0,0,0,0,988,0,0,0,0,0,0,0.0
1618,2017-04-01,2017,4,28,72614,0,0,4430,0,29966,40996,0,264,0,0,0,112,0,8320,0,0,0,0,892,0,0,0,0,0,0,0.0
1619,2017-05-01,2017,5,28,74945,0,0,5623,0,33565,43126,0,238,0,0,0,800,0,11555,0,0,0,0,1044,0,0,0,0,0,0,0.0
1620,2017-06-01,2017,6,28,60929,0,0,7071,0,40741,38398,0,324,0,0,0,812,0,12290,0,0,0,0,888,0,0,0,0,0,0,0.0
1621,2017-07-01,2017,7,28,62150,0,2,5210,0,41629,37171,0,247,0,0,0,333,0,10553,0,0,0,0,1468,0,0,0,0,0,0,0.0
1622,2017-08-01,2017,8,28,58418,0,0,6331,0,38480,30530,0,490,0,0,0,426,0,9027,0,0,0,0,584,0,0,0,0,0,0,0.0
1623,2017-09-01,2017,9,28,65257,0,0,5261,0,35686,27298,0,481,0,0,0,168,0,9100,0,0,0,0,1508,0,0,0,0,0,0,0.0
